FECH;ORIGEN;CANTI;FOBDOL;FOBPES
2312;NLD;35;560;2239681
2312;NLD;132;2904;11614345
2312;NLD;99;1485;5939154
2312;NLD;198;4092;16365668
2312;NLD;33;1155;4619342
2312;NLD;30450;10531;42366413
2312;NLD;111400;15272;60131601
2312;NLD;807760;113457;447747555
2312;NLD;13200;1278;5141662
2312;NLD;23435;7610;30120175
2312;NLD;25800;4484;17633734
2312;NLD;97330;15996;62904530
2312;NLD;14700;3675;14785297
2312;NLD;3350;717;2878980
2312;NLD;424030;80849;323203831
2312;NLD;902310;174539;697079185
2312;NLD;60;65;259143
2312;NLD;1000;501;2001974
2312;NLD;55200;18152;71841631
2312;NLD;133460;22847;91201160
2312;NLD;180;440;1759344
2312;NLD;49059;42375;169117320
2312;NLD;540;433;1713514
2312;NLD;3626;16638;66516231
2312;NLD;360;862;3409336
2312;NLD;5900;2101;8030127
2312;NLD;25960;4204;16767864
2312;NLD;168050;29230;115149766
2312;NLD;26320;8106;32613750
2312;NLD;1500;195;779889
2312;NLD;32950;5588;21976886
2312;NLD;88620;14960;58831153
2312;NLD;240;1017;3937807
2312;NLD;80;341;1321558
2312;NLD;340;1394;5395020
2312;NLD;4158;23422;90677489
2312;NLD;33380;5820;23243369
2312;NLD;193060;34238;136551033
2312;NLD;6700;1698;6777338
2312;NLD;90;315;1259820
2312;NLD;418;1836;7342953
2312;NLD;6;22;87987
2312;NLD;5821;30024;120078886
2312;NLD;400;0;1600
2312;NLD;32200;5925;23582530
2312;NLD;282500;50805;202303120
2312;NLD;5850;1422;5687189
2312;NLD;4660;870;3483467
2312;NLD;75250;10907;43677640
2312;NLD;18020;2673;10752431
2312;NLD;10345;7987;31941768
2312;NLD;2594;13510;52302515
2312;NLD;1115;6417;24841662
2312;NLD;22120;3881;15470812
2312;NLD;239120;42951;171002251
2312;NLD;29070;21220;83788019
2312;NLD;32718;9069;36086826
2312;NLD;500;83;330888
2312;NLD;674190;68773;274747572
2312;NLD;56;350;1399479
2312;NLD;128746;27877;110681157
2312;NLD;4584;4635;18631300
2312;NLD;20938;9699;38742783
2312;NLD;10;98;389991
2312;NLD;10;88;349992
2312;NLD;266;5320;21279521
2312;NLD;2;1275;4935015
2312;NLD;9;2237;8661556
2312;NLD;1;473;1831351
2312;NLD;10;27372;105968671
2312;NLD;4;1401;5424482
2312;NLD;1;8268;32008529
2312;NLD;1;110;425860
2312;NLD;7;4581;17733486
2312;NLD;3;35314;136717392
2312;NLD;14;5920;22918597
2312;NLD;1;116;450133
2312;NLD;1;80;311342
2312;NLD;2;150;580718
2312;NLD;320;1;2000
2312;NLD;0;50;199125
2312;NLD;413;1;3943
2312;NLD;188;100;395880
2312;NLD;5150;1388;5486042
2312;NLD;1600;218;866733
2312;NLD;14450;1994;7942799
2312;NLD;1640;446;1761365
2312;NLD;12460;2990;11429458
2312;NLD;570;735;2810353
2312;NLD;30750;3075;12295418
2312;NLD;413;698;2667676
2312;NLD;20;47;181165
2312;NLD;6000;840;3210522
2312;NLD;48;20;77053
2312;NLD;610;244;931816
2312;NLD;2650;1126;4501358
2312;NLD;5826;1536;6044201
2312;NLD;356;1819;7272963
2312;NLD;516850;122200;487110844
2312;NLD;759910;176631;703768568
2312;NLD;9289;3539;13810783
2312;NLD;24800;3532;13829299
2312;NLD;720;557;2200442
2312;NLD;2720;790;3119019
2312;NLD;525;10625;42388969
2312;NLD;213850;11981;47100701
2312;NLD;109645;10020;39395656
2312;NLD;18384;4596;18381380
2312;NLD;930;1210;4788673
2312;NLD;310;524;2072486
2312;NLD;273;508;2031350
2312;NLD;700;2170;8678763
2312;NLD;61776;9266;37060318
2312;NLD;9339;34380;137480067
2312;NLD;120600;4221;16672023
2312;NLD;19000;1045;4134814
2312;NLD;4000;688;2705622
2312;NLD;640;211;830563
2312;NLD;226660;39734;157542120
2312;NLD;1813760;357770;1422426130
2312;NLD;700;224;895980
2312;NLD;4150;1209;4835891
2312;NLD;3300;990;3909055
2312;NLD;74762;4793;18773013
2312;NLD;23480;17557;69324517
2312;NLD;107036;72755;280169353
2312;NLD;150440;13680;53942228
2312;NLD;20;31;120825
2312;NLD;9150;4272;16898187
2312;NLD;2046;11222;43938955
2312;NLD;15;82;327143
2312;NLD;10;54;217032
2312;NLD;60;579;2309949
2312;NLD;50;251;1000579
2312;NLD;149;992;3956676
2312;NLD;25;146;582474
2312;NLD;25;214;853764
2312;NLD;4158;22453;89810779
2312;NLD;30;191;760009
2312;NLD;40;227;906625
2312;NLD;111;68893;271095859
2312;NLD;5379;54;210611
2312;NLD;5500;990;3916321
2312;NLD;31660;5526;21900611
2312;NLD;93180;17031;67587675
2312;NLD;18;31;121077
2312;NLD;460;3855;14734652
2312;NLD;100;2;7831
2312;NLD;880;3335;13308427
2312;NLD;3600;540;2136650
2312;NLD;95940;15304;60503104
2312;NLD;2088;2240;8613912
2312;NLD;60;28;110875
2312;NLD;2588;10819;43273217
2312;NLD;7900;687;2702869
2312;NLD;22700;3173;12529189
2312;NLD;1750;467;1854102
2312;NLD;7000;1666;6628708
2312;NLD;31150;7476;28573646
2312;NLD;102;179;682542
2312;NLD;14750;2380;9518643
2312;NLD;2120;716;2812324
2312;NLD;1760;9582;38241889
2312;NLD;263000;45379;179591930
2312;NLD;491470;84823;336144742
2312;NLD;200;48;191191
2312;NLD;8000;2232;8890391
2312;NLD;80;14;54716
2312;NLD;266310;86516;341545576
2312;NLD;23550;3830;15272060
2312;NLD;201225;34423;136836487
2312;NLD;1620;528;2087745
2312;NLD;1701;9185;36740773
2312;NLD;640;86;345030
2312;NLD;11050;2652;10267085
2312;NLD;20;26;99883
2312;NLD;4000;992;3957634
2312;NLD;6710;3644;14330751
2312;NLD;740;5772;23027683
2312;NLD;32950;8024;32106877
2312;NLD;336670;52758;212624685
2312;NLD;1634055;247824;998486890
2312;NLD;6400;832;3365623
2312;NLD;290650;78399;310789237
2312;NLD;122100;21082;83056766
2312;NLD;14400;1843;7372634
2312;NLD;78000;8112;32447270
2312;NLD;300;61;246220
2312;NLD;2000;476;1903957
2312;NLD;6430;1608;6355077
2312;NLD;192;557;2199909
2312;NLD;7890;1184;4676466
2312;NLD;1000;370;1460960
2312;NLD;2650;875;3452998
2312;NLD;1392;4918;19418920
2312;NLD;6160;924;3648451
2312;NLD;168;160;627641
2312;NLD;70;448;1786201
2312;NLD;1535;9671;38580943
2312;NLD;66310;10619;42027398
2312;NLD;424830;69138;273575682
2312;NLD;380;114;454079
2312;NLD;9400;2828;11264348
2312;NLD;19040;3579;14314760
2312;NLD;16560;12744;50320194
2312;NLD;80733;24873;98009648
2312;NLD;2000;338;1351496
2312;NLD;271950;44182;175134238
2312;NLD;4;48;185983
2312;NLD;15498;80794;323169129
2312;NLD;600;93;370433
2312;NLD;11152;4339;17106836
2312;NLD;462955;86593;344126907
2312;NLD;21415;3840;15319872
2312;NLD;251960;47346;189191244
2312;NLD;372;10882;43513185
2312;NLD;24;480;1879406
2312;NLD;1;22;86139
2312;NLD;27;880;3445578
2312;NLD;39;1347;5274084
2312;PAN;315;798;3179230
2312;PAN;161;978;3868524
2312;PAN;6;57;226327
2312;PAN;33;376;1487742
2312;PAN;5610;3510;14120260
2312;PAN;10836;5617;22158275
2312;PAN;9330;6515;25779874
2312;PAN;17700;11928;46826624
2312;PAN;881;974;3886420
2312;PAN;76720;14157;55429959
2312;PAN;4200;1058;4144091
2312;PAN;27160;4542;17782317
2312;PAN;66880;10075;39282043
2312;PAN;730;175;669623
2312;PAN;5500;990;3917192
2312;PAN;1500;180;687969
2312;PAN;900;306;1228594
2312;PAN;18015;11870;47238521
2312;PAN;5960;2617;10400715
2312;PAN;171;1627;6417701
2312;PAN;1;11000;43993730
2312;PAN;6865;4061;16171539
2312;PAN;24810;17312;69223365
2312;PAN;540000;18910;75309075
2312;PAN;8;410;1616642
2312;PAN;1360;560;2202250
2312;PAN;239;7834;31322728
2312;PAN;271;8875;35486456
2312;PAN;1132;34671;138633060
2312;PAN;326;11358;45416196
2312;PAN;24872;6758;26262398
2312;PAN;2;57;229000
2312;PAN;200;250;997388
2312;PAN;8;256;1021325
2312;PAN;1;1440;5735736
2312;PAN;3;389;1554861
2312;PAN;600;390;1555925
2312;PAN;104;1336;5321807
2312;PAN;4227;4349;17324233
2312;PAN;3330;413;1646833
2312;PAN;2690;1922;7654419
2312;PAN;50;63;250547
2312;PAN;12;190;756799
2312;PAN;173;3862;15406445
2312;PAN;16200;26348;104947240
2312;PAN;12;347;1383576
2312;PAN;6;190;756419
2312;PAN;15;615;2453573
2312;PAN;4;281;1120266
2312;PAN;8;506;2017116
2312;PAN;19;384;1531269
2312;PAN;9;529;2111270
2312;PAN;14;573;2284416
2312;PAN;28;688;2745369
2312;PAN;14;517;2061002
2312;PAN;19;505;2015122
2312;PAN;6;60;239373
2312;PAN;2;30;118091
2312;PAN;2;40;158784
2312;PAN;2;20;79791
2312;PAN;5;5;19948
2312;PAN;1;1;3990
2312;PAN;647;10413;39798395
2312;PAN;1850;1708;6756168
2312;PAN;9000;594;2350315
2312;PAN;1229;23287;92547928
2312;PAN;299;8488;33571282
2312;PAN;64;7203;28495153
2312;PAN;476;79913;317007129
2312;PAN;378;51067;203448371
2312;PAN;79;12272;48922241
2312;PAN;9;373;1458498
2312;PAN;90;1292;5144238
2312;PAN;19850;17111;66243220
2312;PAN;2000;500;1999255
2312;PAN;305;2063;8246927
2312;PAN;50;100;398315
2312;PAN;54;180;716967
2312;PAN;20;60;238989
2312;PAN;210;11682;44915070
2312;PAN;11;374;1468822
2312;PAN;341;6396;25151902
2312;PAN;37;4701;18796196
2312;PAN;3;155;608372
2312;PAN;97;9559;37442201
2312;PAN;357;1894;7446595
2312;PAN;924;36890;145687726
2312;PAN;385;9640;38390993
2312;PAN;152;5615;22080864
2312;PAN;19;2240;8861171
2312;PAN;522;16353;65411048
2312;PAN;124;2285;9139874
2312;PAN;25;723;2893015
2312;PAN;412;5497;21988225
2312;PAN;50;260;1035619
2312;PAN;372;8357;33416028
2312;PAN;865414;43336;171739263
2312;PAN;19300;1906;7591884
2312;PAN;17200;1376;5480814
2312;PAN;100;10;39832
2312;PAN;1496;1160;4621251
2312;PAN;1817;1264;4832944
2312;PAN;91;5413;21394221
2312;PAN;600;150;576722
2312;PAN;200;1364;5354736
2312;PAN;2150;1299;4992486
2312;PAN;52;364;1425217
2312;PAN;2267;2012;7790945
2312;PAN;4810;99718;394045817
2312;PAN;500;15238;59924806
2312;PAN;1500;5820;22980503
2312;PAN;380;11771;46324715
2312;PAN;64;1511;5931838
2312;PAN;615;32700;125725287
2312;PAN;189;8156;32486571
2312;PAN;1298;3069;12116095
2312;PAN;3828;3930;15111026
2312;PAN;66;739;2893816
2312;PAN;70;866;3390371
2312;PAN;144;1426;5581837
2312;PAN;5;15650;60171277
2312;PAN;90;3729;14852415
2312;PAN;162;5280;21029551
2312;PAN;894;27778;108764420
2312;PAN;654;13109;50751574
2312;PAN;30;20000;76896200
2312;PAN;281;9064;36255344
2312;PAN;9;10189;40584315
2312;PAN;2;1144;4564769
2312;PAN;1;500;1962885
2312;PAN;12;305;1225792
2312;PAN;5360;18424;72328975
2312;PAN;4224;53328;212537713
2312;PAN;6;248;998883
2312;PAN;43;10301;41442402
2312;PAN;6;7;26795
2312;PAN;91;105949;417759691
2312;PAN;6;1331;5246793
2312;PAN;163;1445;5764541
2312;PAN;143;2310;9215861
2312;PAN;96;2946;11617744
2312;PAN;180;2105;8298343
2312;PAN;5;100;395676
2312;PAN;15;15;59351
2312;PAN;90;500;1962885
2312;PAN;40;80;316541
2312;PAN;5;80;316541
2312;PAN;1;2;7914
2312;PAN;2;4;15827
2312;PAN;3;15;59351
2312;PAN;4;20;79135
2312;PAN;150;1125;4424164
2312;PAN;25;2976;11443346
2312;PAN;10;958;3684481
2312;PAN;7;492;1891493
2312;PAN;3;26;100926
2312;PAN;350;554;2208952
2312;PAN;2324;1683;6623246
2312;PAN;500;40;153792
2312;PAN;240;367;1463057
2312;PAN;24;96;381209
2312;PAN;55;28;107847
2312;PAN;1818;1177;4523457
2312;PAN;2;91;349878
2312;PAN;4000;720;2873434
2312;PAN;7947;111229;425121729
2312;PAN;521;5761;22151296
2312;PAN;51;2604;9954223
2312;PAN;188;33420;127731000
2312;PAN;80;3595;13738550
2312;PAN;202;15774;60289017
2312;PAN;28;380;1513398
2312;PAN;8;96;384175
2312;PAN;6;100;396363
2312;PAN;10;256;1021280
2312;PAN;5;87;348446
2312;PAN;8;121;480368
2312;PAN;18;256;1021041
2312;PAN;19;216;858727
2312;PAN;19;10391;41388912
2312;PAN;1236;4726;18897278
2312;PAN;12;348;1392761
2312;PAN;14;122;486263
2312;PAN;3;50;198202
2312;PAN;5;106;420621
2312;PAN;4;72;288300
2312;PAN;9;122;486462
2312;PAN;48;1518;5984100
2312;PAN;30;446;1757803
2312;PAN;5;115;455223
2312;PAN;38;739;2906184
2312;PAN;22;1455;5723098
2312;PAN;98;3837;15088089
2312;PAN;34;7701;30151630
2312;PAN;2;27314;108776731
2312;PAN;9;22459;89455694
2312;PAN;50;5218;20432006
2312;PAN;5;16000;62646880
2312;PAN;1;43500;173267025
2312;PAN;10861;35285;141086626
2312;PAN;335;693;2770967
2312;PAN;15780;2367;9292298
2312;PAN;400;72;286787
2312;PAN;7250;1095;4360553
2312;PAN;775;233;932652
2312;PAN;10000;1716;6643408
2312;PAN;3120;994;3973834
2312;PAN;37080;13899;54804292
2312;PAN;11764;38157;152570346
2312;PAN;966;1161;4611005
2312;PAN;8838;2820;11216805
2312;PAN;11;6930;27603230
2312;PAN;40;11;44604
2312;PAN;43050;9737;38826156
2312;PAN;19500;2380;9475775
2312;PAN;2960;6220;24879440
2312;PAN;30096;14315;56373811
2312;PAN;8500;1020;4078480
2312;PAN;81;699;2794958
2312;PAN;2000;5000;19742700
2312;PAN;6500;325;1242166
2312;PAN;3;5880;23217415
2312;PAN;2;6830;26968528
2312;PAN;18000;3360;13438085
2312;PAN;1600;288;1151974
2312;PAN;13680;1368;5471220
2312;PAN;73;720;2751876
2312;PAN;1790;19831;75793468
2312;PAN;609;23495;89798300
2312;PAN;142;23522;89904018
2312;PAN;84;9656;36904377
2312;PAN;267;18704;71486515
2312;PAN;779;87400;334047170
2312;PAN;2600;24386;95481676
2312;PAN;19850;17111;68839939
2312;PAN;28;337;1319578
2312;PAN;82;1089;4312087
2312;PAN;11;116;453837
2312;PAN;24;145;579624
2312;PAN;31;258;1015468
2312;PAN;11;166;664712
2312;PAN;7;158;618951
2312;PAN;15;299;1194715
2312;PAN;16;320;1256506
2312;PAN;51;817;3233475
2312;PAN;15;253;999856
2312;PAN;76;1073;4259379
2312;PAN;82975;20608;82466076
2312;PAN;37500;5569;22177547
2312;PAN;33832;5751;22997190
2312;PAN;1340;3337;13342628
2312;PAN;553;957;3827374
2312;PAN;2756;2801;11151233
2312;PAN;27;458;1773202
2312;PAN;63;1062;4110318
2312;PAN;33;549;2126394
2312;PAN;11;184;713702
2312;PAN;121;2038;7890364
2312;PAN;28;1509;5765792
2312;PAN;28;1587;6063873
2312;PAN;5;82;318156
2312;PAN;36;449;1737507
2312;PAN;90;2721;10459959
2312;PAN;16;1316;5029053
2312;PAN;33;2604;10241919
2312;PAN;727;23649;93716349
2312;PAN;1822;53468;209349428
2312;PAN;218;26000;99373300
2312;PAN;47;1001;3937152
2312;PAN;160;9597;38068507
2312;PAN;113;4940;19342224
2312;PAN;71;9065;34648106
2312;PAN;1137;22569;88210655
2312;PAN;564;9745;38155278
2312;PAN;5049;193875;771578983
2312;PAN;1821;47156;185579634
2312;PAN;3379;114702;447845476
2312;PAN;113;3302;12928672
2312;PAN;231;1800;7066386
2312;PAN;51;5932;23627249
2312;PAN;49;4144;16506213
2312;PAN;63;1115;4439261
2312;PAN;11;735;2929129
2312;PAN;18;1834;7305017
2312;PAN;509;18438;72475233
2312;PAN;274;315;1254692
2312;PAN;84;1542;6063031
2312;PAN;1162;8861;35295409
2312;PAN;22;667;2574345
2312;PAN;436;5775;22791561
2312;PAN;135;2772;10854512
2312;PAN;914;11505;45178494
2312;PAN;690;10476;40294491
2312;PAN;642;12898;50500629
2312;PAN;118;3341;13079729
2312;PAN;14;100;391543
2312;PAN;344;1735;6716153
2312;PAN;16816;187;753950
2312;PAN;1395;893;3571120
2312;PAN;153990;19103;76383497
2312;PAN;251;186;742683
2312;PAN;23776;4109;16530565
2312;PAN;252;729;2904526
2312;PAN;15;92;359162
2312;PAN;2515;6520;25495096
2312;PAN;214;31410;121601780
2312;PAN;1001;961;3762572
2312;PAN;4635;5435;21280558
2312;PAN;5;75;295537
2312;PAN;16;8;30972
2312;PAN;102;290;1158694
2312;PAN;749;4987;19945831
2312;PAN;3897;2236;8788963
2312;PAN;607;3121;12418491
2312;PAN;2361;281;1120847
2312;PAN;6;46;179483
2312;PAN;31;244;975048
2312;PAN;695;137;529614
2312;PAN;877;331;1321707
2312;PAN;5325;2742;10813287
2312;PAN;747;1493;5940346
2312;PAN;7;0;548
2312;PAN;18;86;342949
2312;PAN;160;1979;7962737
2312;PAN;12565;107771;429260874
2312;PAN;2250;4072;16472338
2312;PAN;21;201;776226
2312;PAN;18;1;3915
2312;PAN;5;5;19357
2312;PAN;8;133;531962
2312;PAN;36;449;1761375
2312;PAN;40;443;1739132
2312;PAN;123;795;3117957
2312;PAN;24;236;924951
2312;PAN;8;193;754817
2312;PAN;150;1981;7888576
2312;PAN;16;314;1257331
2312;PAN;24;372;1462310
2312;PAN;60;483;1896147
2312;PAN;24;357;1400636
2312;PAN;96;1212;4756895
2312;PAN;36;637;2545252
2312;PAN;156;1662;6522959
2312;PAN;143;4071;16212359
2312;PAN;662;8635;33900712
2312;PAN;91;1043;4093086
2312;PAN;20;747;2985647
2312;PAN;354;510;1995930
2312;PAN;1111;2644;10572780
2312;PAN;42;224;895420
2312;PAN;501;952;3806182
2312;PAN;9;8408;33024910
2312;PAN;20;353;1356449
2312;PAN;95;19026;73152805
2312;PAN;85;2237;8660976
2312;PAN;3;212;848621
2312;PAN;12;291;1163834
2312;PAN;3;1932;7564611
2312;PAN;18;336;1301194
2312;PAN;301;837;3347045
2312;PAN;1;924;3577220
2312;PAN;1;743;2874552
2312;PAN;1;1802;6975579
2312;PAN;24;595;2302622
2312;PAN;1;1895;7624627
2312;PAN;1;100;391543
2312;PAN;2;6675;26811171
2312;PAN;1;2703;10463368
2312;PAN;20;992;3840014
2312;PAN;3;197;764573
2312;PAN;24;1139;4409582
2312;PAN;260;4882;18900767
2312;PAN;180;496;1921749
2312;PAN;3;300;1174629
2312;PAN;130;900;3482795
2312;PAN;102;32;126477
2312;PAN;4;200;783086
2312;PAN;321;2009;8033406
2312;PAN;300;4620;18280231
2312;PAN;16;79;315155
2312;PAN;9;6537;26144914
2312;PAN;1;1360;5265172
2312;PAN;518;525;2085168
2312;PAN;1;2332;9028221
2312;PAN;85;633;2449273
2312;PAN;350;5563;21389639
2312;PAN;1;2545;10133471
2312;PAN;3;55334;220470915
2312;PAN;2;1851;7372293
2312;PAN;2;101;404301
2312;PAN;1;1320;5182016
2312;PAN;1;15500;60849435
2312;PAN;103;5546;22180559
2312;PAN;151;109;434870
2312;PAN;150;743;2958604
2312;PAN;7718;8929;35457439
2312;PAN;101;413;1651744
2312;PAN;301;455;1817999
2312;PAN;108;194;771456
2312;PAN;3;900;3599919
2312;PAN;2;7770;30680156
2312;PAN;3;5462;21607017
2312;PAN;1;32572;128091850
2312;PAN;575;29112;111267137
2312;PAN;23;5;18455
2312;PAN;97;14;55365
2312;PAN;160;3;10765
2312;PAN;8;80;307585
2312;PAN;45;23;89606
2312;PAN;1000;200;768962
2312;PAN;75;90;357704
2312;PAN;50;240;965570
2312;PAN;220;40;158980
2312;PAN;224;248;973591
2312;PAN;40;875;3520309
2312;PAN;1;100;392577
2312;PAN;3;15000;59351400
2312;PAN;30;48;188764
2312;PAN;783;1962;7715034
2312;PAN;355;723;2843970
2312;PAN;78;146;574158
2312;PAN;29;54;213264
2312;PAN;17;263;1032737
2312;PAN;79;629;2474032
2312;PAN;143;1678;6598453
2312;PAN;11500;4370;17110429
2312;PAN;500;50;195772
2312;PAN;9;16;64416
2312;PAN;120;791;3111072
2312;PAN;125;5028;19771096
2312;PAN;428;1113;4451420
2312;PAN;47;92;365992
2312;PAN;3;6;24399
2312;PAN;1369;2762;11047191
2312;PAN;26;51;203755
2312;PAN;15;31;121997
2312;PAN;3;6;25519
2312;PAN;3;7;28079
2312;PAN;14;197;788782
2312;PAN;17;170;678385
2312;PAN;13;103;410391
2312;PAN;0;3;11153
2312;PAN;1;35;139410
2312;PAN;3;49;193501
2312;PAN;336;3083;11784909
2312;PAN;1;2141;8419675
2312;PAN;3600;864;3302251
2312;PAN;30;39;147913
2312;PAN;30;51;193778
2312;PAN;180;285;1089284
2312;PAN;20;46;175050
2312;PAN;20;72;274423
2312;PAN;30;56;215564
2312;PAN;500;70;267544
2312;PAN;24;45;173368
2312;PAN;26;285;1089284
2312;PAN;419;28480;113529750
2312;PAN;481;35034;139545279
2312;PAN;139;13549;54174213
2312;PAN;34;4780;19040254
2312;PAN;763;77047;306795835
2312;PAN;1200;277;1083282
2312;PAN;2215;1466;5741312
2312;PAN;1998;3777;15068451
2312;PAN;600;4980;19663729
2312;PAN;2111;14477;57440397
2312;PAN;72;1578;6178157
2312;PAN;382;4106;16078322
2312;PAN;134;10572;41395492
2312;PAN;300;1158;4630275
2312;PAN;333;919;3674671
2312;PAN;22200;4218;16685902
2312;PAN;3760;1730;6842090
2312;PAN;61;346;1367152
2312;PAN;20035;9235;36927239
2312;PAN;8425;1364;5454967
2312;PAN;1;41;162048
2312;PAN;5;11;42723
2312;PAN;5;1257;4962525
2312;PAN;1;169;668962
2312;PAN;1;139;550505
2312;PAN;7865;3081;12192162
2312;PAN;399;75;296282
2312;PAN;703;171;676408
2312;PAN;1215;220;871437
2312;PAN;413;125;496296
2312;PAN;180;177;699159
2312;PAN;121;35;138487
2312;PAN;117;28;110433
2312;PAN;375;67;266053
2312;PAN;81;71;279506
2312;PAN;672;241;953065
2312;PAN;12;54;214417
2312;PAN;1600;272;1075999
2312;PAN;11970;2155;8523339
2312;PAN;2100;609;2409131
2312;PAN;4200;874;3383647
2312;PAN;646;4150;16292024
2312;PAN;14;508;2024316
2312;PAN;9;255;1015863
2312;PAN;199;2847;11338873
2312;PAN;348;1139;4536927
2312;PAN;36;209;830566
2312;PAN;1;40;158251
2312;PAN;24;345;1376059
2312;PAN;65350;5753;22782677
2312;PAN;174940;16158;64006646
2312;PAN;105585;11203;44458415
2312;PAN;25466;21101;83754146
2312;PAN;25140;4609;18260395
2312;PAN;720;171;676622
2312;PAN;129770;29730;118031433
2312;PAN;59816;8604;33846014
2312;PAN;14012;10842;42904166
2312;PAN;110;317;1239064
2312;PAN;34088;9216;36920429
2312;PAN;50210;11664;46625208
2312;PAN;32400;4850;19167282
2312;PAN;9000;1978;7819110
2312;PAN;302;129;500878
2312;PAN;10556;4506;17814375
2312;PAN;1009;9389;37397756
2312;PAN;3;44;176215
2312;PAN;102050;25076;99429861
2312;PAN;13200;2221;8852106
2312;PAN;3066;859;3363002
2312;PAN;4320;1102;4404759
2312;PAN;11770;1883;7373538
2312;PAN;15930;4322;16990988
2312;PAN;17796;7883;31086199
2312;PAN;2564;22058;87368619
2312;PAN;38;302;1204027
2312;PAN;2928;8324;33157334
2312;PAN;1610;5276;21014303
2312;PAN;97;710;2826045
2312;PAN;1065;4196;16711306
2312;PAN;886;5474;21803763
2312;PAN;4728;8021;32049531
2312;PAN;9000;28778;114627091
2312;PAN;200;564;2255160
2312;PAN;920;3690;14697824
2312;PAN;1247;8469;33734014
2312;PAN;100;2071;8280914
2312;PAN;17;378;1506467
2312;PAN;339;3844;15158427
2312;PAN;3;9432;36262672
2312;PAN;1;3237;12445650
2312;PAN;2;4395;17207375
2312;PAN;38;17566;70261219
2312;PAN;36;199;786287
2312;PAN;1062;11670;46680830
2312;PAN;1160;1535;6074418
2312;PAN;30;1543;6170101
2312;PAN;780;944;3734390
2312;PAN;880;776;3070446
2312;PAN;1100;3068;12135057
2312;PAN;239;807;3191208
2312;PAN;1;0;40
2312;PAN;188;1125;4448387
2312;PAN;1865;4405;17614396
2312;PAN;59;742;2966135
2312;PAN;48;1882;7508692
2312;PAN;22;617;2462630
2312;PAN;2;66;262672
2312;PAN;247;2137;8526227
2312;PAN;20;839;3348669
2312;PAN;8;186;741777
2312;PAN;190;2257;9003736
2312;PAN;111;1928;7690496
2312;PAN;8;29;114021
2312;PAN;449;5414;21599025
2312;PAN;7;75;300692
2312;PAN;25;86;344059
2312;PAN;385;3345;13343329
2312;PAN;2;274;1093655
2312;PAN;13;303;1209791
2312;PAN;48;216;862301
2312;PAN;105;4357;17481241
2312;PAN;72;1990;7990582
2312;PAN;38;1083;4369515
2312;PAN;778;7487;30072231
2312;PAN;154;780;3116327
2312;PAN;18;109;436199
2312;PAN;27;1097;4404526
2312;PAN;11;310;1238290
2312;PAN;487;4972;19859750
2312;PAN;95;256;1022504
2312;PAN;77;376;1505411
2312;PAN;3338;34220;136862934
2312;PAN;17;166;661265
2312;PAN;17;125;499141
2312;PAN;35;2694;10804963
2312;PAN;4;83;332839
2312;PAN;53;1188;4744341
2312;PAN;6;53;211490
2312;PAN;47;62;246836
2312;PAN;378;11405;45500020
2312;PAN;132;673;2685765
2312;PAN;4;8686;33395289
2312;PAN;1;339;1302122
2312;PAN;158;833;3201227
2312;PAN;51;1214;4754076
2312;PAN;17;525;2054818
2312;PAN;27;775;3033244
2312;PAN;213;20283;80788997
2312;PAN;37;6629;26402788
2312;PAN;2464;2012583;7932713501
2312;PAN;4;126;501928
2312;PAN;33;623;2490845
2312;PAN;41;808;3230340
2312;PAN;6;158;629910
2312;PAN;40;520;2036024
2312;PAN;4;1936;7613494
2312;PRY;437;8713;34704389
2312;PRY;39;975;3883770
2312;PRY;73;163;657513
2312;PRY;659;1489;5992048
2312;PRY;215;391;1572472
2312;PRY;197;569;2289126
2312;PRY;9;90;363698
2312;PRY;76;116;466692
2312;PRY;144;231;929804
2312;PRY;1250;1000;3915430
2312;PRY;100;10;39154
2312;PRY;17;178;717338
2312;PRY;37;128;501517
2312;PRY;6;68;274866
2312;PRY;61;235;946259
2312;PRY;12;92;369974
2312;PRY;14;127;510143
2312;PRY;155;352;1381871
2312;PRY;165;350;1373784
2312;PRY;146;258;1011357
2312;PRY;20;403;1581065
2312;PRY;13;180;708209
2312;PRY;191;2486;9941295
2312;PRY;974;10559;41779587
2312;PRY;2;886;3407617
2312;PRY;56;36892;147513031
2312;PRY;15;40;160521
2312;PRY;792;4719;18671713
2312;PRY;24;174;687527
2312;PRY;2;46380;178322288
2312;PRY;1;15700;60363517
2312;PRY;72;360;1424434
2312;PRY;5;653;2509854
2312;PRY;1;944;3629616
2312;PRY;18;76797;295269220
2312;PRY;1;82;316620
2312;PRY;1;35;135501
2312;PRY;1;191;738982
2312;PRY;0;142;546924
2312;PRY;0;289;1111150
2312;PRY;5;2681;10331063
2312;PRY;3;307;1180442
2312;PRY;5;2062;7946977
2312;PRY;0;1505;5800005
2312;PRY;14;8018;30826456
2312;PRY;4;2022;7811022
2312;PRY;1;421;1630229
2312;PRY;1;1585;6094024
2312;PRY;179;4032;15896877
2312;PRY;65;1509;5936009
2312;PRY;2111;71058;280788830
2312;PRY;105;1365;5400977
2312;PRY;111;5264;20610824
2312;PRY;161;4213;16668247
2312;PRY;64;6111;24441037
2312;PRY;2;103;410821
2312;PRY;134;5804;23211412
2312;PRY;51;3634;14535568
2312;PRY;10;135;541683
2312;PRY;30;673;2690017
2312;PRY;2;215;861557
2312;PRY;1;45;178335
