FECH;ORIGEN;CANTI;FOBDOL;FOBPES
2312;ECU;65239;119625;457212731
2312;ECU;60000;9131;36426826
2312;ECU;853;24614;97902648
2312;ECU;3764;14693;57059942
2312;ECU;918;11379;44459142
2312;ECU;8951;17940;71595389
2312;ECU;7223;3343;13063777
2312;ECU;10360;8212;31386713
2312;ECU;500;1250;4935675
2312;ECU;9;21;82840
2312;ECU;6;685;2704395
2312;ECU;24928;21656;82768518
2312;ECU;100;286;1100385
2312;ECU;1400;5669;22575996
2312;ECU;328;1322;5266299
2312;ECU;1;12;48725
2312;ECU;1;10;39209
2312;ECU;0;5;20769
2312;ECU;0;5;20453
2312;ECU;2;23;91883
2312;ECU;1000;5100;20137554
2312;ECU;2;73059;288477608
2312;ECU;16;2659;10499760
2312;ECU;7;156;616841
2312;ECU;3;13;52831
2312;ECU;1;6;25113
2312;ECU;3;15;59268
2312;ECU;2;60;238768
2312;ECU;6;105;416531
2312;ECU;1;5;18874
2312;ECU;3;5313;20978672
2312;ECU;15;216;850950
2312;ECU;1;155;612853
2312;ECU;125;125;495374
2312;ECU;7;54;215887
2312;ECU;2;15;60265
2312;ECU;15;315;1211115
2312;ECU;2;35;134568
2312;ECU;430000;311750;1233519930
2312;ECU;30440;22526;91121008
2312;ECU;27873;92185;362529187
2312;ECU;114066;322678;1267454669
2312;ECU;15981;67189;267435759
2312;ECU;1270;7157;28402754
2312;ECU;1986;9919;39357289
2312;ECU;2832;6061;24197313
2312;ECU;8350;27413;108883744
2312;ECU;732;9589;38351334
2312;ECU;4154;36621;145931023
2312;ECU;1849;51801;206211993
2312;ECU;9270;7725;30888490
2312;ECU;60000;46848;187365297
2312;ECU;19600;100269;397226935
2312;ECU;33904;170390;684066185
2312;ECU;1068;7948;31441334
2312;ECU;952;5723;22639185
2312;ECU;55;1149;4545781
2312;ECU;436;4200;16614696
2312;ECU;480;2633;10415041
2312;ECU;338;3139;12418298
2312;ECU;8000;38679;154693953
2312;ECU;800;1066;4286730
2312;ECU;630;1319;5273448
2312;ECU;614;3111;12440507
2312;ECU;13500;46080;176120064
2312;ECU;30450;8282;32771469
2312;ECU;464;8398;33581086
2312;ECU;936;37873;151870589
2312;ECU;5219;42400;165976561
2312;ECU;1741;12523;48750726
2312;ECU;15112;106703;413920483
2312;ECU;87;643;2456049
2312;ECU;25000;58100;232313431
2312;ECU;676;5620;22429145
2312;ECU;98;1852;7389114
2312;ECU;3180;623;2448662
2312;ECU;100;1119;4501972
2312;ECU;32449;33303;130394626
2312;ECU;24466;15785;61110877
2312;ECU;20236;12809;49590874
2312;ECU;13307;8593;33268725
2312;ECU;18716;13652;54601658
2312;ECU;3600;1908;7630912
2312;ECU;33348;27858;110619419
2312;ECU;2;12;48507
2312;ECU;66;480;1911361
2312;ECU;309;2159;8598377
2312;ECU;11793;23325;93842540
2312;ECU;1566;21924;86748006
2312;ECU;1952;27325;105097002
2312;ECU;114;205;825563
2312;ECU;43;946;3742262
2312;ECU;622;10735;42466372
2312;ECU;68;1012;4003351
2312;ECU;8312;2557;10038312
2312;ECU;1180;1316;5166784
2312;ECU;600;45;175286
2312;ECU;6000;16950;67645416
2312;ECU;17910;62427;246070804
2312;ECU;229;7685;30089923
2312;ECU;53;1728;6908346
2312;ECU;75;14270;56462965
2312;ECU;543;23163;92637757
2312;ECU;140;3383;13528872
2312;ECU;95;5778;23109906
2312;ECU;254184;81227;323117527
2312;ECU;112;2552;10162464
2312;ECU;283;7225;28775195
2312;ECU;350;5051;20114891
2312;ECU;2700;15026;59413653
2312;ECU;3200;7763;29785952
2312;ECU;9540;37027;146612693
2312;ECU;6186;31401;125557412
2312;ECU;288;1543;6170781
2312;ECU;394;1104;4414515
2312;ECU;10928;17384;69509978
2312;ECU;528;4986;19937610
2312;ECU;19;804;3202453
2312;ECU;113334;81907;326881567
2312;ECU;10880;16320;65005008
2312;ECU;585;1217;4797997
2312;ECU;200;433;1730795
2312;ECU;15871;53176;207187996
2312;ECU;1440;9123;35544652
2312;ECU;38934;133524;524879374
2312;ECU;131;5042;20084197
2312;ECU;851;2179;8711794
2312;ECU;300;419;1674016
2312;ECU;59;7652;30039992
2312;ECU;1440;3924;14998298
2312;ECU;1421;4219;16560861
2312;ECU;39;1683;6643892
2312;ECU;100;3871;15300854
2312;ECU;859;5957;23324217
2312;ECU;3297;26105;104381024
2312;ECU;3240;2366;9306081
2312;ECU;275;5040;19785881
2312;ECU;8;766;3031699
2312;ECU;40;180;718892
2312;ECU;1000;9;33987
2312;ECU;20;804;3213323
2312;ECU;16000;51;204724
2312;ECU;200;2;7999
2312;ECU;4;20;79344
2312;ECU;17;40;158444
2312;ECU;391;1550;6095003
2312;ECU;843;2191;8616777
2312;ECU;2016;26216;103514925
2312;ECU;248;3480;13685413
2312;ECU;3;84;333390
2312;ECU;4000;10000;39908800
2312;ECU;40;169;662491
2312;ECU;163;614;2454485
2312;ECU;68;195;779709
2312;ECU;1;2;7999
2312;ECU;4;78;311604
2312;ECU;10;1170;4616105
2312;ECU;5791;26662;107265699
2312;ECU;3;49;194328
2312;ECU;8123;45101;181424437
2312;ECU;362;1609;6473868
2312;ECU;324;211;845445
2312;ECU;314;1740;6957167
2312;ECU;7342;2641;10495779
2312;ECU;96;21;84089
2312;ECU;15510;11408;45426660
2312;ECU;550;632;2527060
2312;ECU;558;659;2597195
2312;ECU;4712;5676;22382373
2312;ECU;15;741;2830801
2312;ECU;17;9265;35411293
2312;ECU;3;37;140384
2312;ECU;60;4500;17924175
2312;ECU;2;2124;8316373
2312;ECU;362;22213;88328138
2312;ECU;7;38;143480
2312;ECU;40;1017;4065965
2312;ECU;6;77;308057
2312;ECU;30200;6412;25700240
2312;ECU;3360;4346;17090250
2312;ECU;58;1153;4593528
2312;ECU;147600;97239;388068701
2312;ECU;30040;22230;89434349
2312;ECU;48362;126856;500409972
2312;ECU;4058;14962;59621306
2312;ECU;796;2373;9289710
2312;ECU;60;846;3346674
2312;ECU;12;103;408247
2312;ECU;3470;9933;39294547
2312;ECU;2244;5804;22961510
2312;ECU;120;699;2764685
2312;ECU;863;14698;58142733
2312;ECU;54000;39463;155604581
2312;ECU;120;437;1728036
2312;ECU;4272;12478;49373876
2312;ECU;1079;6247;24977572
2312;ECU;6516;21695;85842937
2312;ECU;578;3223;12887358
2312;ECU;9;151;604575
2312;ECU;29;150;598817
2312;ECU;34;240;959642
2312;ECU;248;1053;4209631
2312;ECU;1200;2915;11534786
2312;ECU;1335;4080;16144333
2312;ECU;13272;2509;9670474
2312;ECU;26883;17349;70180360
2312;ECU;4288;13431;52958836
2312;ECU;9002;7541;28994327
2312;ECU;1633;22988;90641191
2312;ECU;21;273;1079955
2312;ECU;24;456;1803881
2312;ECU;225;4185;16555358
2312;ECU;54;714;2824498
2312;ECU;122;1835;7235460
2312;ECU;9;2500;10113050
2312;ECU;4;424;1715173
2312;ECU;69448;23391;91275145
2312;ECU;139110;169714;666258915
2312;ECU;2000;4760;18990258
2312;ECU;6500;10570;42169544
2312;ECU;32000;10240;39137792
2312;ECU;793;5823;22254459
2312;ECU;10915;81222;310435539
2312;ECU;868;13682;54586619
2312;ECU;98;2076;8212255
2312;ECU;3000;2700;10617993
2312;ECU;90;319;1252517
2312;ECU;124;3422;13079055
2312;ECU;4232;29817;117056294
2312;ECU;13720;62929;247610420
2312;ECU;1333;1297;5092273
2312;ECU;6;113;444986
2312;ECU;1198;65193;257057442
2312;ECU;2;115;458549
2312;ECU;10;22;88767
2312;ECU;200;12;47982
2312;ECU;8760;3705;14472210
2312;ECU;1080;3686;14089605
2312;PER;1;11;43775
2312;PER;76554;83534;329275638
2312;PER;22356;214312;845131564
2312;PER;757;3524;13677868
2312;PER;1;141;561186
2312;PER;6308;34245;136928455
2312;PER;12616;58869;235387286
2312;PER;5;4042;15646620
2312;PER;4050;17849;70622231
2312;PER;26987;21050;83831067
2312;PER;1;5000;19912500
2312;PER;1500;30368;120159758
2312;PER;218;12792;51147141
2312;PER;1862;89355;356725517
2312;PER;7314;238532;948834187
2312;PER;977;5576;22296851
2312;PER;17956;102799;410654959
2312;PER;1094;7449;29671361
2312;PER;957;4681;18522741
2312;PER;344;1918;7610019
2312;PER;345082;34585;137770245
2312;PER;295493;21369;84845080
2312;PER;35000;1856;7344182
2312;PER;176606;21778;86873077
2312;PER;112800;1355;5417181
2312;PER;117;4739;18949219
2312;PER;30;458;1823088
2312;PER;8;143;571147
2312;PER;1;1122;4467979
2312;PER;5000;281234;1114260417
2312;PER;39;525;2100897
2312;PER;28;632;2525299
2312;PER;5;80;319561
2312;PER;0;118;472224
2312;PER;1;158;626970
2312;PER;30;1101;4404239
2312;PER;306;1165;4657225
2312;PER;274;990;3957605
2312;PER;23;238;952125
2312;PER;264;573;2282091
2312;PER;3;295;1179920
2312;PER;205;6686;26633485
2312;PER;5;235;940090
2312;PER;7;349;1393881
2312;PER;4144;2032;8039266
2312;PER;5579;60383;240580498
2312;PER;1440;9806;39128851
2312;PER;13544;40351;154561893
2312;PER;750;1101;4263202
2312;PER;543;3899;15592321
2312;PER;11;50;201731
2312;PER;226;1368;5297228
2312;PER;778;3204;12610171
2312;PER;2592;15146;59957820
2312;PER;1215;7852;31333856
2312;PER;3372;11436;45137741
2312;PER;522;2328;9240143
2312;PER;4918;13852;55045698
2312;PER;984;3869;15310331
2312;PER;12505;26296;104579539
2312;PER;1339;4848;19036955
2312;PER;275;1245;4870545
2312;PER;18;72;286234
2312;PER;3583;10321;40903319
2312;PER;3025;8461;33587925
2312;PER;2637;10411;40737670
2312;PER;23353;48267;191249535
2312;PER;4649;19106;76004562
2312;PER;4;20;80170
2312;PER;5328;13934;55293925
2312;PER;1876;6764;27051465
2312;PER;4;2;6518
2312;PER;31;190;736311
2312;PER;173;767;3067050
2312;PER;572;5435;21634125
2312;PER;169;1486;5893234
2312;PER;191;1333;5161766
2312;PER;37;386;1519655
2312;PER;278;2324;9181226
2312;PER;682;2482;9925470
2312;PER;52;224;865501
2312;PER;175;1354;5328399
2312;PER;398;1672;6685141
2312;PER;1272;9297;36846280
2312;PER;326;1252;4939994
2312;PER;203;1463;5823031
2312;PER;29;159;634074
2312;PER;378;2117;8372219
2312;PER;2215;7096;28036497
2312;PER;149;364;1410834
2312;PER;236;1364;5457085
2312;PER;486;2218;8686269
2312;PER;1117;4306;17164095
2312;PER;1003;2921;11603541
2312;PER;152;13231;52918418
2312;PER;7711;28400;108546526
2312;PER;4000;14628;55909368
2312;PER;30;4432;17643243
2312;PER;18;1422;5434802
2312;PER;413;1809;6914968
2312;PER;100;502;1919816
2312;PER;144;741;2831145
2312;PER;5000;7440;29753919
2312;PER;63;60;238235
2312;PER;171;15350;61398539
2312;ABW;34;58;233547
2312;ABW;17;133;533437
2312;ABW;41;38;153083
2312;ABW;3;451;1815353
2312;ABW;3;491;1974028
2312;ABW;38;434;1747240
2312;ABW;1;1463;5887525
2312;ABW;22;790;3179301
2312;ABW;10;180;726149
2312;ABW;12;338;1359040
2312;ABW;1;39;156986
2312;ABW;4000;2054;8212500
2312;ABW;30;193;768244
2312;ABW;270;2274;9076458
2312;ABW;1056;87;347992
2312;ABW;200;215;858093
2312;ABW;2296;3573;14267776
2312;ABW;200;171;684024
2312;ABW;128;111;445084
2312;ABW;1918;1303;5206698
2312;ABW;136;174;693854
2312;ABW;328;431;1721358
2312;ABW;950;1184;4735893
2312;ABW;420;970;3872693
2312;ABW;70;80;318648
2312;ABW;420;611;2439060
2312;ABW;98;125;500856
2312;ABW;1554;1621;6467620
2312;ABW;2960;3640;14537726
2312;ABW;2080;868;3467804
2312;ABW;38;90;359179
2312;ABW;240;447;1786222
2312;ABW;64;167;665679
2312;ABW;84;144;574688
2312;ABW;84;162;647916
2312;ABW;50;120;480502
2312;ABW;100;97;386317
2312;ABW;290;6258;25031437
2312;ABW;3;68;273194
2312;ABW;75;1122;4487899
2312;ABW;30;238;951579
2312;ABW;4;108;432790
2312;ABW;473;887;3545920
2312;ABW;2347;4712;18818235
2312;ABW;89;213;852781
2312;ABW;100;52;207195
2312;ABW;12;40;159996
2312;ABW;1;25;98798
2312;ABW;120;45;179596
2312;VEN;60000;14100;55790316
2312;VEN;5000;13573;54271576
2312;VEN;112968;5988;23944197
2312;VEN;57000;10067;40252120
2312;VEN;175137;37303;146698781
2312;VEN;5759;8555;34207893
2312;VEN;5645;33718;134822120
2312;VEN;877;11328;45295121
2312;VEN;378;3902;15600387
2312;VEN;9092;32346;128838970
2312;VEN;35414;51853;206215096
2312;VEN;1500;480;1845509
2312;VEN;59000;22470;88188784
2312;VEN;887200;137904;548830390
2312;VEN;3000;2830;11199174
2312;VEN;17;39601;158381827
2312;VEN;125;400;1596352
2312;VEN;3;40;156292
2312;VEN;51;241;953579
2312;VEN;44;3805;15215970
2312;VEN;40;8813;35154851
2312;VEN;957;4666;18659741
2312;VEN;1685;45369;180154912
2312;VEN;922;15252;60348899
2312;VEN;1280;15864;63408983
2312;VEN;175;1209;4823976
2312;VEN;104;1639;6541052
2312;VEN;21600;117061;468085874
2312;VEN;47996;114675;454339525
2312;VEN;14928;40323;160924015
2312;VEN;12160;74964;299745583
2312;VEN;1929;7629;30185331
2312;VEN;150;1560;6239860
2312;VEN;29000;4959;19621573
2312;VEN;5600;6954;27752899
2312;VEN;2200;4228;16910310
2312;VEN;62450;90593;362313526
2312;VEN;3200;13737;54925733
2312;VEN;7200;35807;143175247
2312;VEN;43;915;3626862
2312;VEN;5118;29353;117367544
2312;VEN;4;16;63999
2312;VEN;456;278;1111061
2312;VEN;29920;3365;13454106
2312;VEN;25162;552;2201609
2312;VEN;53340;761;3038656
2312;VEN;20250;2025;7928746
2312;VEN;1800;23040;89198208
2312;VEN;703726;622869;2490547765
2312;VEN;7716;6480;25810812
2312;VEN;1830;23597;92393772
2312;VEN;409;5237;20506438
2312;VEN;6318;34666;135731122
2312;VEN;996;15059;59980503
2312;VEN;1000;2405;9616417
2312;VEN;1222;20820;83277286
2312;VEN;1;211;843981
2312;VEN;100;400;1599964
2312;VEN;125;2034;8102723
2312;VEN;70970;105036;401451315
2312;VEN;1190;26810;102467555
2312;VEN;3759;8808;34778740
2312;VEN;24984;53760;212273510
2312;VEN;30000;5250;20065763
2312;VEN;4000;20072;79420087
2312;VEN;122;14969;58609289
2312;VEN;28;1551;6071422
2312;VEN;36;1374;5378861
2312;VEN;3031;101934;399113640
2312;VEN;6000;30558;120910672
2312;VEN;5032;11070;43650919
2312;VEN;9270;21195;83572521
2312;VEN;4906;9812;38689010
2312;VEN;6014;14284;56321649
2312;VEN;4;0;118
2312;VEN;35;7;27640
2312;VEN;259;7;27758
2312;VEN;22;2;7897
2312;VEN;59;135;536595
2312;VEN;1;0;597
2312;VEN;124;12;49391
2312;VEN;919;8596;34384426
2312;VEN;100000;380000;1504163500
2312;VEN;25000;36360;143867794
2312;VEN;5229;27254;108768242
2312;VEN;4461;16863;67298928
2312;VEN;15475;38577;156053059
2312;VEN;176;1378;5499433
2312;VEN;9578;20839;84297733
2312;VEN;306;6984;27872266
2312;VEN;471000;75488;298687899
2312;VEN;3817;10779;43116030
2312;VEN;7601;45539;181388389
2312;VEN;14000;30360;120127708
2312;VEN;25315;73535;294098685
2312;VEN;409;1616;6436770
2312;VEN;10;720;2867868
2312;VEN;360;1552;6181849
2312;VEN;50860;1085;4320124
2312;VEN;10000;32;125469
2312;VEN;2802;9679;38715929
2312;VEN;67;174;693825
2312;VEN;135;351;1398723
2312;VEN;60;726;2891767
2312;VEN;18;550;2189936
2312;VEN;189;1795;7148958
2312;VEN;1540;20590;82327482
2312;VEN;1760;2676;10657316
2312;VEN;782;3946;15717669
2312;VEN;5090;1880;7487685
2312;VEN;440;790;3145533
2312;VEN;19694;25636;102111516
2312;VEN;420;9533;37972564
2312;VEN;64;1041;4162306
2312;VEN;215;9526;38103143
2312;VEN;144;1091;4364302
2312;VEN;2736;25574;100838931
2312;VEN;14397;65571;258549445
2312;VEN;7591;27172;107141036
2312;VEN;2725;65120;259887383
2312;VEN;11947;74150;287066933
2312;VEN;1850;12880;50786936
2312;VEN;85;559;2206086
2312;VEN;13;35;138614
2312;VEN;22;27;106748
2312;VEN;18998;117570;470104301
2312;VEN;1535;5160;20256973
2312;VEN;68000;110711;425661991
2312;VEN;2420;4800;19156224
2312;VEN;228947;361784;1438801998
2312;VEN;22500;20700;83280447
2312;VEN;30720;20211;80833280
2312;VEN;30720;20211;80814685
2312;VEN;231000;37176;145560026
2312;VEN;106500;18787;74508133
2312;VEN;304700;101885;402770382
2312;VEN;24510;2862;11443096
2312;VEN;24000;15576;59886761
2312;VEN;128410;147978;583484438
2312;VEN;29830;40799;161432524
2312;VEN;2139;2391;9441867
2312;VEN;68000;194631;776488233
2312;VEN;1620;6932;27373175
2312;VEN;13140;35565;140431247
2312;VEN;8000;66466;265763366
2312;VEN;3850;5150;20334428
2312;VEN;11000;2200;8796722
2312;VEN;1329;42528;170048633
2312;VEN;1299;17943;71745265
2312;VEN;89322;179766;721115258
2312;VEN;96390;129169;515761459
2312;VEN;1093680;163921;630246253
2312;VEN;39;266799;1063027163
2312;VEN;45791;72438;285871614
2312;VEN;35000;5828;23056214
2312;VEN;21190;4314;17249012
2312;VEN;20000;14360;57309037
2312;VEN;68000;198392;782719893
2312;VEN;27457;20250;77855634
2312;VEN;56826;53143;204326276
2312;VEN;30;205230;789070356
2312;VEN;62;636;2543637
2312;VEN;104;329;1313813
2312;VEN;140533;162700;644585795
2312;VEN;56912;70469;275915810
2312;VEN;3670;157372;618419942
2312;VEN;5000;7918;31590733
2312;VEN;231000;36631;147469132
2312;VEN;30000;28380;113517446
2312;VEN;3300;9773;38988675
2312;VEN;500;4551;18157798
2312;VEN;1275;7099;28323691
2312;VEN;5670;18692;74572828
2312;VEN;13696;12732;50794592
2312;VEN;6850;67596;270345470
2312;VEN;821;1581;6305803
2312;VEN;60110;49210;194374604
2312;VEN;82104;81410;325553398
2312;VEN;29588;34342;137363709
2312;VEN;29958;48847;195384444
2312;VEN;30040;51583;206326238
2312;VEN;29748;45305;181215923
2312;VEN;30;1008;4022783
2312;VEN;120;4200;16260090
2312;VEN;84762;98924;389905548
2312;VEN;20841;29439;118438032
2312;VEN;11;190;735576
2312;VEN;47320;226333;902964825
2312;VEN;3450;40013;157352757
2312;VEN;3400;46641;184163854
2312;VEN;3685;18655;74610367
2312;VEN;40320;148800;568721040
2312;VEN;2966;10230;39099572
2312;VEN;3034;10465;39997753
2312;VEN;11835;40818;156008437
2312;VEN;1084;3740;14294467
2312;VEN;2233;7700;29429785
2312;VEN;232;800;3057640
2312;VEN;94;325;1242166
2312;VEN;388860;3534416;13787217097
2312;VEN;75744;442358;1727396549
2312;VEN;1;2093;8335936
2312;VEN;45;142574;554513695
2312;VEN;30000;120000;479931600
2312;VEN;3500;25349;99253018
2312;VEN;7704;29871;119483112
2312;VEN;2400;79666;311926725
2312;VEN;720;2340;9202261
2312;VEN;126922;208808;816112458
2312;VEN;24124;64764;247531246
2312;VEN;312;837;3199056
2312;VEN;12165;4942;19760956
2312;VEN;942;2530;9669787
2312;VEN;177;693;2672529
2312;VEN;22;75;286654
2312;VEN;11176;6411;25636207
2312;VEN;1875;21729;86548671
2312;VEN;625;194;770740
2312;VEN;10180;21078;82528611
2312;VEN;21;121;481339
2312;VEN;240;970;3707236
2312;VEN;5000;41083;160858394
2312;VEN;25;69;277074
2312;VEN;800;278;1109414
2312;VEN;6181;16594;63423098
2312;VEN;20;54;206391
2312;VEN;149;400;1528820
2312;VEN;14100;10965;44114498
2312;VEN;740;14;54967
2312;VEN;500000;106200;424739466
2312;VEN;2;119;477412
2312;VEN;80;490;1956715
2312;VEN;2655;3710;14680371
2312;VEN;10;342;1365423
2312;VEN;460;1394;5562031
2312;VEN;9000;6060;23977966
2312;VEN;4200;187;747642
2312;VEN;60;5147;20584866
2312;VEN;10;729;2914705
2312;VEN;1056;637;2542540
2312;VEN;1900;424;1692766
2312;VEN;228;8589;34350104
2312;VEN;1;74;293958
2312;VEN;660;814;3246377
2312;VEN;4790;15131;60366918
2312;VEN;1050;1202;4766595
2312;VEN;1784;29433;117714503
2312;VEN;6;96872;380297191
2312;VEN;170;1237;4935552
2312;VEN;11494;39778;158696200
2312;VEN;58;1885;7521658
2312;VEN;54;483;1928668
2312;VEN;120;771;3074507
2312;VEN;300;1615;6442964
2312;VEN;2115;5679;21705422
2312;VEN;27820;122495;479622086
2312;VEN;47274;260820;996865208
2312;VEN;29730;46105;182048226
2312;VEN;2905;31515;125729431
2312;VEN;8709;7693;30437891
2312;VEN;1;135;514142
2312;VEN;62340;148481;592373171
2312;VEN;8;9204;35179257
2312;VEN;1;69319;264940684
2312;VEN;1561;30765;117587165
2312;VEN;27912;19964;79854203
2312;VEN;17064;20395;77949640
2312;VEN;60000;30050;118900638
2312;VEN;54190;235775;912581986
2312;VEN;10298;27001;103200242
2312;VEN;11480;44784;178727570
2312;VEN;5512;22733;88361804
2312;VEN;3240;17828;71150406
2312;VEN;780;20258;80847047
2312;VEN;6990;23303;92970000
2312;VEN;16;82;328340
2312;VEN;80;333;1328520
2312;VEN;4266;5099;19487410
2312;VEN;47410;299875;1158210925
2312;VEN;25905;97162;374136661
2312;VEN;848;4367;16689669
2312;VEN;73619;73068;279269014
2312;VEN;131;190362;763251410
2312;VEN;213;271659;1082926577
2312;VEN;103;130056;512571113
2312;VEN;19210;4345;17341172
2312;VEN;89800;24246;97546750
2312;VEN;25000;49582;198323538
2312;VEN;28760;26508;105570022
2312;VEN;12996;120515;481280388
2312;VEN;2820;18923;76129795
2312;VEN;27200;37461;150711981
2312;VEN;63000;9072;36205263
2312;VEN;62400;13939;55629674
2312;VEN;104;109930;433723818
2312;VEN;34;41068;161223522
2312;VEN;73573;43781;173461944
2312;VEN;8246;3180;12688684
2312;VEN;29500;32257;129774673
2312;VEN;2288;6039;24092573
2312;VEN;306633;835069;3326696621
2312;VEN;29250;29981;118602227
2312;VEN;4942;20564;81742018
2312;VEN;223813;623079;2484802741
2312;VEN;79782;289493;1154489841
2312;VEN;9527;48240;192654400
2312;VEN;115;724;2834771
2312;VEN;48643;162925;648496452
2312;VEN;1050;4111;16114045
2312;VEN;84769;213927;850599802
2312;VEN;27985;104979;419674990
2312;VEN;2124;8857;35369173
2312;VEN;1080;6265;25030866
2312;VEN;356;2325;9244063
2312;VEN;50;1821;7262976
2312;VEN;1000;6000;23937300
2312;VEN;157110;246504;973828375
2312;VEN;150;4302;17163044
2312;VEN;5567;29493;117663798
2312;VEN;524;18436;73433353
2312;VEN;24000;48000;191191200
2312;VEN;3165;9270;36923801
2312;VEN;630;2497;9837964
2312;VEN;55210;156351;619336111
2312;VEN;33726;120673;472645191
2312;VEN;2650;13780;54828632
2312;VEN;6244;26203;103108374
2312;VEN;13348;36179;143902534
2312;VEN;10327;39627;156218722
2312;VEN;150;897;3586663
2312;VEN;20;1;3978
2312;VEN;15;0;594
2312;VEN;400;4;15911
2312;VEN;50;1;1989
2312;VEN;60;1;2374
2312;VEN;360;1705;6805727
2312;VEN;780;2013;8034559
2312;VEN;3600;3384;13503382
2312;VEN;2304;4493;17952405
2312;VEN;600;4010;16001553
2312;VEN;2203;9235;36936376
2312;VEN;600;1917;7651954
2312;VEN;780;5169;20628699
2312;VEN;492;3498;13959819
2312;VEN;144;533;2128137
2312;VEN;15;235;939054
2312;VEN;600;7946;31710535
2312;VEN;432;2083;8311806
2312;VEN;144;389;1553809
2312;VEN;600;863;3443371
2312;VEN;72;300;1196386
2312;VEN;30;99;394977
2312;VEN;50;1996;7967034
2312;VEN;120;3778;15078822
2312;VEN;360;1735;6923618
2312;VEN;180;670;2673690
2312;VEN;480;815;3254323
2312;VEN;612;1041;4154985
2312;VEN;120;278;1109544
2312;VEN;2;2;9578
2312;VEN;179340;291788;1155604563
2312;VEN;27200;37649;150576220
2312;VEN;59910;32502;129679952
2312;VEN;177390;290836;1148446842
2312;VEN;27200;39506;157611561
2312;VEN;1974;7166;28352639
2312;VEN;168;1320;5224822
2312;VEN;33900;42375;167667705
2312;VEN;373;1993;7885308
2312;VEN;232618;451769;1788580985
2312;VEN;2500;3740;14379897
2312;VEN;50400;63612;249890696
2312;VEN;2530;7289;28025358
2312;VEN;18466;51270;198437972
2312;VEN;554;1483;5768577
2312;VEN;16065;134062;535025355
2312;VEN;93400;58226;229602144
2312;VEN;4500;6735;26415478
2312;VEN;36733;70279;278814729
2312;VEN;12213;33828;135676665
2312;VEN;83424;388206;1532304984
2312;VEN;28880;39190;154019167
2312;VEN;120924;138494;551357250
2312;VEN;175;1648;6588025
2312;VEN;30000;58891;235558700
2312;VEN;10;248;971707
2312;VEN;28981;26454;103851142
2312;VEN;43097;50388;200395878
2312;VEN;593;1640;6303643
2312;VEN;14868;2910;11491199
2312;VEN;24714;67749;260480110
2312;VEN;14868;60408;238522694
2312;VEN;2097;2765;10632207
2312;VEN;61;314;1207886
2312;VEN;2000;39000;149947590
2312;VEN;400;12744;48999797
2312;VEN;276;779;2994338
2312;VEN;1164;11873;46487117
2312;VEN;125;371;1425656
2312;VEN;3310;6872;27190855
2312;VEN;53000;66213;261926327
2312;VEN;4000;4508;17990662
2312;VEN;25000;27425;109456938
2312;VEN;2035;3453;13754414
2312;VEN;67810;191903;759313560
2312;VEN;810000;70697;279730270
2312;VEN;144;412;1582332
2312;VEN;81149;156777;622990929
2312;VEN;27300;31924;125876501
2312;VEN;9918;22912;90535745
2312;VEN;33370;155282;614658206
2312;VEN;7500;56475;222682619
2312;VEN;6000;309000;1243171890
2312;VEN;28000;36360;142740997
2312;VEN;7;3;11079
2312;VEN;7;37;145411
2312;VEN;15;75;295571
2312;VEN;1;12;49193
2312;VEN;33;495;1958596
2312;VEN;12;60;236786
2312;VEN;4800;5092;19461879
2312;VEN;1200;1145;4376247
2312;VEN;3962;10997;42291809
2312;VEN;50;135;539203
2312;VEN;600;5747;21963410
2312;VEN;21012;28052;111598584
2312;VEN;28880;39190;156707590
2312;VEN;12480;13877;53038588
2312;VEN;4000;4230;16605261
2312;VEN;10000;13652;53595279
2312;VEN;6261;10574;41511170
2312;VEN;7200;17085;68052118
2312;VEN;15000;35593;141772258
2312;VEN;22770;23757;94628093
2312;VEN;18;226994;897961025
2312;VEN;3990;24342;97353805
2312;VEN;1640;24210;92531181
2312;VEN;778;7570;28933224
2312;VEN;12496;143333;547825128
2312;VEN;4010;24322;97273097
2312;VEN;7;1888814;7552439868
2312;VEN;2119;4505;18011288
2312;VEN;2525;13736;54161460
2312;VEN;4000;3060;12065672
2312;VEN;2426;15863;62548679
2312;VEN;34200;40014;156672016
2312;VEN;6119;91114;362015204
2312;VEN;9438;32669;129192304
2312;VEN;418;2686;10625494
2312;VEN;603;4611;18246203
2312;VEN;3064;16006;62668806
2312;VEN;4793;12761;50908802
2312;VEN;22844;108074;428659998
2312;VEN;222629;484666;1927756617
2312;VEN;2700;6072;23774491
2312;VEN;1843;5352;21168836
2312;VEN;2599;22288;87677003
2312;VEN;360;6360;25112714
2312;VEN;1028;6144;24265660
2312;VEN;16130;114614;448762193
2312;VEN;25346;225354;891683043
2312;VEN;1291;1200;4731636
2312;VEN;23810;48548;191426772
2312;VEN;68500;11404;45497802
2312;VEN;175000;27006;106130903
2312;VEN;35000;12280;48911728
2312;VEN;10736;6318;24970818
2312;VEN;31344;17280;67657456
2312;VEN;42715;73328;292133565
2312;VEN;35382;78769;302851685
2312;VEN;144;459;1766152
2312;VEN;63840;21430;83906099
2312;VEN;1500;12206;49106497
2312;VEN;33165;26634;104282427
2312;VEN;8811;78964;312374126
2312;VEN;2802;26235;103238155
2312;VEN;1323;14405;56945431
2312;VEN;3249;27847;109031883
2312;VEN;2701;27835;110378028
