DESTINO;ORIGEN;CANTIDAD;FOBDOL;FOBPES
2311;ECU;66;501;2049030
2311;ECU;703;4863;19902024
2311;ECU;58;364;1487930
2311;ECU;544;2278;9322573
2311;ECU;6;30;120847
2311;ECU;971;2647;10834034
2311;ECU;188;747;3057298
2311;ECU;1541;3764;15404881
2311;ECU;74;120;492676
2311;ECU;116;384;1572560
2311;ECU;659;1377;5636530
2311;ECU;230;701;2868641
2311;ECU;100;355;1452245
2311;ECU;2921;6927;28348061
2311;ECU;295;1212;4961173
2311;ECU;1314;3332;13634334
2311;ECU;35;397;1625678
2311;ECU;80;769;3146715
2311;ECU;645;3539;14482060
2311;ECU;185;689;2818756
2311;ECU;64;497;2034052
2311;ECU;116;1149;4702947
2311;ECU;30;192;784745
2311;ECU;155;676;2766415
2311;ECU;7;24;97234
2311;ECU;294;660;2699465
2311;ECU;299;1074;4396881
2311;ECU;56;5326;21796936
2311;ECU;64;537;2195822
2311;ECU;731;6065;24821455
2311;ECU;26164;141676;577344520
2311;ECU;1628;30452;123240692
2311;ECU;16061;480928;1973252177
2311;ECU;2352;5404;22194105
2311;ECU;473;6975;27738459
2311;ECU;213;4594;18271194
2311;ECU;3971;10962;43594120
2311;ECU;45;0;1909
2311;ECU;6283;61226;243486642
2311;ECU;22;308;1225463
2311;ECU;35477;19107;75984687
2311;ECU;192986;103066;409876554
2311;ECU;23500;31765;129151364
2311;ECU;79237;95870;387554438
2311;ECU;270000;9100;37149931
2311;ECU;21500;12186;49316706
2311;ECU;50;6438;26250559
2311;ECU;40;2297;9134801
2311;ECU;1000;15492;62697100
2311;ECU;2000;35594;141551643
2311;ECU;2148;5592;22688072
2311;ECU;780;8578;34355405
2311;ECU;200;1038;4157252
2311;ECU;7614;3061;12602663
2311;ECU;7614;55388;228070280
2311;ECU;7614;1538;6332214
2311;ECU;300;7200;29067768
2311;ECU;95;7186;28577572
2311;ECU;331;18148;72169704
2311;ECU;17017;11400;45335976
2311;ECU;5800;180454;732096312
2311;ECU;479;4664;18919661
2311;ECU;4110;6909;28029845
2311;ECU;100;379;1537580
2311;ECU;46020;96642;397715900
2311;ECU;7020;45012;179005124
2311;ECU;340000;15678;64536145
2311;ECU;85;977;3886963
2311;ECU;59800;28466;115204224
2311;ECU;16;33;130725
2311;ECU;17440;33566;137363149
2311;ECU;2096;22756;93678769
2311;ECU;8614;49065;195309981
2311;ECU;1;3200;13095456
2311;ECU;1;13753;56629219
2311;ECU;17990;67098;265947620
2311;ECU;5;5;19789
2311;ECU;22;42;168382
2311;ECU;35;105;422995
2311;ECU;200;134;548372
2311;ECU;0;2;8185
2311;ECU;31;25;103656
2311;ECU;9979;31563;127424899
2311;ECU;34504;17021;67462340
2311;ECU;7000;26839;108352608
2311;ECU;34504;123980;491403805
2311;ECU;6;227;917169
2311;ECU;15;566;2283354
2311;ECU;424;1831;7391449
2311;ECU;1;9759;39399018
2311;ECU;1;7989;32251536
2311;ECU;1;2794;11279424
2311;ECU;992;61173;246967387
2311;ECU;10;12162;49099901
2311;ECU;2;23753;95895697
2311;ECU;1;4653;18785893
2311;ECU;36;17;70183
2311;ECU;334;548;2242556
2311;ECU;1407411;6403;26202166
2311;ECU;137457;44762;183182226
2311;ECU;554168;30870;126331373
2311;ECU;207;526;2151665
2311;ECU;21;237;968491
2311;ECU;209;1913;7827031
2311;ECU;238;1105;4521902
2311;ECU;2;1;4952
2311;ECU;2;66;270912
2311;ECU;140;1092;4468824
2311;ECU;24;529920;2100375014
2311;ECU;8;200000;792714000
2311;ECU;4;122200;484348254
2311;ECU;6;552780;2235724238
2311;ECU;43693;409791;1657405051
2311;ECU;782;5521;22329740
2311;ECU;4074;44849;178280401
2311;ECU;1512;18586;73879433
2311;ECU;24;12800;52381824
2311;ECU;13748;28640;116190762
2311;ECU;7710;38465;152967162
2311;ECU;67095;29881;118831280
2311;ECU;3374;18141;72144371
2311;ECU;3379;7317;29099095
2311;ECU;439;1750;6957482
2311;ECU;3870;61400;244069731
2311;ECU;25350;44042;177655924
2311;ECU;650;8350;34046624
2311;ECU;913;27000;108913410
2311;ECU;300;1558;6300780
2311;ECU;167;957;3882329
2311;ECU;17116;46917;189804801
2311;ECU;1164;3578;14514677
2311;ECU;26750;7583;30668468
2311;ECU;8310;34672;140230604
2311;ECU;5737;49871;199831266
2311;ECU;66340;36804;151505743
2311;ECU;19520;21865;89479614
2311;ECU;240;120;485653
2311;ECU;16;2860;11546363
2311;ECU;180;211;861845
2311;ECU;2898;13119;53686786
2311;ECU;7916;18407;74310538
2311;ECU;3564;15336;62759973
2311;ECU;505;1490;6028373
2311;ECU;384;1252;5067548
2311;ECU;521;1302;5268083
2311;ECU;213;489;1980332
2311;ECU;11;26;105508
2311;ECU;64;214;864625
2311;ECU;91;330;1333523
2311;ECU;243;795;3218748
2311;ECU;3;17380;69184045
2311;ECU;1104;6624;26216268
2311;ECU;36;216;854878
2311;ECU;20;11693;48108393
2311;ECU;31;12770;50888546
2311;ECU;67668;39275;160727079
2311;ECU;41552;23534;96308526
2311;ECU;21685;27812;114425111
2311;ECU;59;38581;154591998
2311;ECU;9;7198;28652982
2311;ECU;6;1972;7848050
2311;ECU;20;5359;21851816
2311;ECU;350;8083;32175756
2311;ECU;1762;20428;82473251
2311;ECU;1860;34032;137393650
2311;ECU;4389;60049;245275978
2311;ECU;24;562;2298253
2311;ECU;240;2519;10309725
2311;ECU;1392208;90438;368703098
2311;ECU;382;1070;4268464
2311;ECU;8397;32812;133786893
2311;ECU;2000;49044;199801361
2311;ECU;111;2031;8104544
2311;ECU;2;100744;400643564
2311;ECU;4815;112744;448169375
2311;ECU;1008;2504;9953109
2311;ECU;20;3950;15708518
2311;ECU;87;2008;8012976
2311;ECU;568;12637;50420080
2311;ECU;136940;224582;893125090
2311;ECU;152850;196638;781996671
2311;ECU;27;4912;19534238
2311;ECU;8059;358416;1458613686
2311;ECU;24000;2520;10017227
2311;ECU;5;147;596370
2311;ECU;22470;38780;153482321
2311;ECU;200;1652;6663887
2311;ECU;500;526;2122601
2311;ECU;9380;1972;7956165
2311;ECU;4290;22314;91807090
2311;ECU;634;14579;58792083
2311;ECU;15884;133466;539978766
2311;ECU;35621;533748;2161495560
2311;ECU;1080;695;2801777
2311;ECU;431;3359;13626247
2311;ECU;8117;30969;123611815
2311;ECU;11600;2741;11055114
2311;ECU;3773;22668;90989061
2311;ECU;741;4586;18606750
2311;ECU;7000;27650;113196454
2311;ECU;21;206;837352
2311;ECU;208;1795;7389279
2311;ECU;445;782;3157607
2311;ECU;3940;12307;49685818
2311;ECU;1866;9033;35908459
2311;ECU;40;116;462827
2311;ECU;250;810;3231811
2311;ECU;79460;98095;389034874
2311;ECU;18500;1786;7250169
2311;ECU;86;2161;8746250
2311;ECU;8934;56117;228140163
2311;ECU;12;474;1951264
2311;ECU;118;3314;13642379
2311;ECU;49;1712;7047602
2311;ECU;5;43560;173231150
2311;ECU;400;2378;9647403
2311;ECU;17;6690;26605060
2311;ECU;19242;13013;53252508
2311;ECU;191350;86160;352594457
2311;ECU;29042;33794;138294931
2311;ECU;964;105;416852
2311;ECU;1;33082;131993541
2311;ECU;10;102;406028
2311;ECU;1250;33233;132594418
2311;ECU;1;4520;18281185
2311;ECU;12;2160;8891834
2311;ECU;5;4461;17758764
2311;ECU;5;2393;9526380
2311;ECU;6;5997;23872675
2311;ECU;30;873;3558790
2311;ECU;4;16683;68640428
2311;ECU;1;31213;124129107
2311;ECU;1140;5359;21733810
2311;ECU;780;1625;6462365
2311;ECU;2085;9198;37345869
2311;ECU;4991;1373;5460957
2311;ECU;2;9578;39052497
2311;ECU;26;566;2329990
2311;ECU;1635;1808;7214120
2311;ECU;1031;4909;19584495
2311;ECU;1014;4017;16027388
2311;ECU;374;2987;11919397
2311;ECU;1104;7450;29724082
2311;ECU;101;864;3447265
2311;ECU;44;585;2333288
2311;ECU;3856;43786;174700007
2311;ECU;36;197;785210
2311;ECU;34;196;780422
2311;ECU;682;5715;22801703
2311;ECU;175;1236;4932701
2311;ECU;715;5138;20499257
2311;ECU;104;990;3949991
2311;ECU;3294;24543;97922274
2311;ECU;2268;24398;97714653
2311;ECU;2346;33946;135956568
2311;ECU;25160;22770;90552647
2311;ECU;7;369;1509538
2311;ECU;501;4585;18575221
2311;ECU;23;1340;5484459
2311;ECU;969;4607;18784819
2311;ECU;153;3065;12544587
2311;ECU;18900;21370;86485122
2311;ECU;450;1921;7912097
2311;ECU;6552;31951;131564046
2311;ECU;889;3570;14514870
2311;ECU;150;485;1971908
2311;ECU;2;652;2686394
2311;ECU;12118;19952;79423363
2311;ECU;4708;14517;57785715
2311;ECU;2164;4315;17178183
2311;ECU;4;1825;7368841
2311;ECU;552;17156;69262355
2311;ECU;1;5;19580
2311;ECU;199;15402;61249301
2311;ECU;7997;16632;66142803
2311;ECU;1;118;480058
2311;ECU;5;333;1352300
2311;ECU;10;168;682945
2311;ECU;1200;4208;17072983
2311;ECU;1;168;682905
2311;ECU;348;5194;21069840
2311;ECU;375;11588;47704074
2311;ECU;16186;218427;886472739
2311;ECU;778;1504;5986928
2311;ECU;63400;89782;355857242
2311;ECU;5;2686;10679804
2311;ECU;4119;28010;114627227
2311;ECU;1467;57030;230242157
2311;ECU;7544;78146;315490250
2311;ECU;200;107;433041
2311;ECU;1;10772;42979095
2311;ECU;1;30782;122816794
2311;ECU;48;194;771932
2311;ECU;1;19128;76610390
2311;ECU;3200;3786;15324220
2311;ECU;5200;1956;7916795
2311;ECU;228;16080;64918015
2311;ECU;55;157;633597
2311;ECU;1;84;337549
2311;ECU;5;36;145353
2311;ECU;2;5171;21275364
2311;ECU;3;9367;38539953
2311;ECU;25;81;335191
2311;ECU;25;77;317952
2311;ECU;50;633;2605786
2311;ECU;183;1116;4590108
2311;ECU;34;344;1416015
2311;ECU;855;3406;14012120
2311;ECU;2100;5379;22130354
2311;ECU;10;17;69079
2311;ECU;16;13;55296
2311;ECU;1;756;3109457
2311;ECU;600;240;971306
2311;ECU;5000;650;2630622
2311;ECU;54827;10193;41251302
2311;ECU;63510;37591;150553810
2311;ECU;1688;5827;23095683
2311;ECU;4657;12564;49797461
2311;ECU;1057;1780;7179572
2311;ECU;1016;4123;16631844
2311;ECU;528;718;2896613
2311;ECU;12600;1440;5808715
2311;ECU;16317;21679;87448876
2311;ECU;326;609;2457571
2311;ECU;957;1801;7264847
2311;ECU;1567;5438;21933951
2311;ECU;6174;24489;98783656
2311;ECU;733;3090;12466148
2311;ECU;50;1673;6822862
2311;ECU;3300;4116;16603244
2311;ECU;4;124200;508267386
2311;ECU;4058;59697;239091789
2311;ECU;1;52;209759
2311;ECU;528;195;788049
2311;ECU;29;8060;32539751
2311;ECU;70000;39200;155932896
2311;ECU;1000;1310;5394200
2311;ECU;2483;124;511214
2311;ECU;20526;734;3022564
2311;ECU;1700;1360;5408502
2311;ECU;142;5341;21972571
2311;ECU;1440;691;2846161
2311;ECU;4;6000;23850540
2311;ECU;1000;190;782365
2311;ECU;35000;19600;78021132
2311;ECU;75;563;2226246
2311;ECU;18;144;569919
2311;ECU;75;563;2226246
2311;ECU;367;2753;10893762
2311;ECU;200;1000;3957770
2311;ECU;356;1602;6340348
2311;ECU;225;1800;7123986
2311;ECU;1131;3959;15666833
2311;ECU;241;1808;7396886
2311;ECU;52;390;1596009
2311;ECU;125;1000;4092330
2311;ECU;95;713;2915785
2311;ECU;58;435;1780164
2311;ECU;122;549;2246689
2311;ECU;265;2120;8675740
2311;ECU;129;645;2639553
2311;ECU;527;1845;7548303
2311;ECU;102;408;1669671
2311;ECU;1;26234;105911642
2311;ECU;619;1743;7036822
2311;ECU;137768;230091;916325850
2311;ECU;718;2147;8669744
2311;ECU;948;5932;23948369
2311;ECU;7457;30893;124718892
2311;ECU;80;906;3659672
2311;ECU;554;4472;18055323
2311;ECU;4009;54112;218460425
2311;ECU;3788;33609;135683900
2311;ECU;7252;25816;104225429
2311;ECU;309;464;1873256
2311;ECU;31;140;566418
2311;ECU;842;34591;141559465
2311;ECU;1589180;11458;46889876
2311;ECU;683;4570;18703871
2311;ECU;266;2721;10985759
2311;ECU;920;1890;7733276
2311;ECU;2684;17105;70215546
2311;ECU;415386;73108;298093484
2311;ECU;1400;20855;82540481
2311;ECU;7964;125419;511386898
2311;ECU;2173;25193;102394392
2311;ECU;117540;179836;726032908
2311;ECU;1872;21858;90003670
2311;ECU;964;14522;59430085
2311;ECU;430;11505;47083484
2311;ECU;179;10892;44223154
2311;ECU;1800;24460;96948922
2311;ECU;520;1918;7760738
2311;ECU;6;82;326373
2311;ECU;918;6169;24614589
2311;ECU;12;129;516651
2311;ECU;76;337;1345431
2311;ECU;7000;112000;456673280
2311;ECU;68925;202227;809974814
2311;ECU;21484;45745;183445190
2311;ECU;4056;12953;52380667
2311;ECU;1056;14150;57127853
2311;ECU;11736;114355;462039349
2311;ECU;336;1378;5667846
2311;ECU;85;4071;16659916
2311;ECU;27043;23609;93847423
2311;ECU;1520;49351;201680277
2311;ECU;30;875;3582426
2311;ECU;2280;16120;65077888
2311;ECU;1439;10789;43556072
2311;ECU;2991;30265;122292418
2311;ECU;31642;19499;78721733
2311;ECU;56;1678;6787699
2311;ECU;490;11451;46315585
2311;ECU;35;675;2731945
2311;ECU;51;689;2785858
2311;ECU;105937;10912;44015176
2311;ECU;18;391;1581646
2311;ECU;167;3125;12637193
2311;ECU;103;1841;7446873
2311;ECU;94;737;2981330
2311;ECU;30;527;2126792
2311;ECU;269;5277;21302435
2311;ECU;2356;20454;83162685
2311;ECU;345;1280;5204008
2311;ECU;27;51;209173
2311;ECU;120;162;660545
2311;ECU;56;336;1370020
2311;ECU;10717;16392;66838905
2311;ECU;72;2091;8481195
2311;ECU;730;16744;67930255
2311;ECU;18;456;1849356
2311;ECU;87;1131;4587020
2311;ECU;557;5614;22327809
2311;ECU;43;800;3244254
2311;ECU;6;694;2812266
2311;ECU;159;394;1595074
2311;ECU;55;1134;4599069
2311;ECU;2;12;49701
2311;ECU;39;809;3282389
2311;ECU;41;281;1141014
2311;ECU;0;59;240197
2311;ECU;21;2400;9757896
2311;ECU;46;1276;5075760
2311;ECU;4856;8861;35238183
2311;ECU;38120;14712;58226712
2311;ECU;3960;12421;49747651
2311;ECU;3840;8902;35651442
2311;ECU;495;7561;30067456
2311;ECU;500;2175;8711006
2311;ECU;59;1090;4311990
2311;ECU;75;792;3135741
2311;ECU;21;225;890102
2311;ECU;12;95;376146
2311;ECU;84;628;2486984
2311;ECU;49;335;1324666
2311;ECU;14;151;595644
2311;ECU;20;224;886540
2311;ECU;7;45;177071
2311;ECU;23;278;1100260
2311;ECU;34;895;3662635
2311;ECU;32;503;2056396
2311;ECU;174;3304;13173462
2311;ECU;730;14853;59864685
2311;ECU;22;370;1464375
2311;ECU;9;78;309893
2311;ECU;29;212;838731
2311;ECU;40;349;1381262
2311;ECU;46;359;1419890
2311;ECU;23;201;793731
2311;ECU;52;401;1585285
2311;ECU;167;1863;7394064
2311;ECU;343;5510;22305529
2311;ECU;15;132;522426
2311;ECU;3434;43768;177337871
2311;ECU;9465;125381;513762930
2311;ECU;1776;32727;130258210
2311;ECU;22;94;376476
2311;ECU;480000;9264;37613230
2311;ECU;1800000;31350;127781825
2311;ECU;1198;19360;78227431
2311;ECU;537;5038;20340938
2311;ECU;1583;17146;69220206
2311;ECU;1026;7518;30351837
2311;ECU;1950;11467;46296113
2311;ECU;995;11068;44719841
2311;ECU;3764;56348;229600732
2311;ECU;1049;30161;122407003
2311;ECU;331;5910;24258048
2311;ECU;2500;30673;125246430
2311;ECU;3061;10764;42663233
2311;ECU;342;1384;5596793
2311;ECU;17;195;802735
2311;ECU;85;1010;4084432
2311;ECU;4;61;246692
2311;ECU;100;24;98798
2311;ECU;1100;10764;43454295
2311;ECU;1010;3394;13797258
2311;ECU;12;178;719252
2311;ECU;126;1919;7776311
2311;ECU;84;1878;7600877
2311;ECU;203;1368;5535866
2311;ECU;3772;46288;187942302
2311;ECU;2;69;278424
2311;ECU;721;14045;56991287
2311;ECU;7605;23130;94041723
2311;ECU;480000;9264;38146465
2311;ECU;4608;40195;160981785
2311;ECU;1200;10142;40333748
2311;ECU;481;26820;108544178
2311;ECU;1;5485;22446430
2311;ECU;2256;28200;111609114
2311;ECU;1000;14000;56797160
2311;ECU;300;1200;4910796
2311;ECU;1649;2116;8661007
2311;ECU;2112;4963;20308188
2311;ECU;3183;5060;20706862
2311;ECU;390;5539;22019852
2311;ECU;313;4443;17660530
2311;ECU;16750;9300;38057032
2311;ECU;54000;40500;163907955
2311;ECU;246320;171990;693177926
2311;ECU;121540;285683;1147342724
2311;ECU;5123;22880;91432655
2311;ECU;2317;11596;47297118
2311;ECU;325;5444;22031860
2311;ECU;4331;54458;216570355
2311;ECU;117;1509;6002245
2311;ECU;127;1943;7727398
2311;ECU;7803;30193;123108963
2311;ECU;23077;240661;966409255
2311;ECU;8129;61846;246758298
2311;ECU;19717;117456;473040676
2311;ECU;30000;15840;64261930
2311;ECU;70;2100;8478099
2311;ECU;314996;675390;2731340089
2311;ECU;471000;358581;1426745503
2311;ECU;1707000;1196102;4808586025
2311;ECU;19064;92262;377989435
2311;ECU;3067;20975;85522591
2311;ECU;6088;34785;142181247
2311;ECU;8000;15674;64141543
2311;ECU;25850;35944;145111546
2311;ECU;6894;127357;514370982
2311;ECU;20000;4980;20141660
2311;ECU;600;918;3706140
2311;ECU;756;22826;92431195
2311;ECU;5810;122308;489673036
2311;ECU;1250;17587;71446114
2311;ECU;43593;1049236;4190522745
2311;ECU;2145;12232;49203502
2311;ECU;18;289;1158143
2311;ECU;1700;6295;25534495
2311;ECU;15489;65184;262405884
2311;ECU;54;1298;5137502
2311;ECU;15200;22952;93927158
2311;ECU;10200;20226;81656205
2311;ECU;4000;4080;16471735
2311;ECU;25015;28329;113491972
2311;ECU;7264;18206;73499466
2311;ECU;579;6016;23808440
2311;ECU;105;340;1347581
2311;ECU;380;1341;5335482
2311;ECU;130;2962;11863949
2311;ECU;119;2327;9321697
2311;ECU;2997;3412;13928525
2311;ECU;4800;4176;16859305
2311;ECU;7469;54542;217395849
2311;ECU;15489;105722;423705272
2311;ECU;51435;26742;108227330
2311;ECU;1600000;26076;105464643
2311;ECU;223700;7898;31943378
2311;ECU;300000;720;2866082
2311;ECU;480;1697;6798269
2311;ECU;16;312;1249178
2311;ECU;23429;21641;87527160
2311;ECU;718813;728062;2953179079
2311;ECU;249509;163363;657064850
2311;ECU;20584;13688;54599138
2311;ECU;122872;79891;325274587
2311;ECU;22867;18277;74796457
2311;ECU;1446;1096;4433066
2311;ECU;80682;91250;369367665
2311;ECU;1080;1746;6991233
2311;ECU;113;1458;5778885
2311;ECU;900;15210;60545991
2311;ECU;1188;21299;84784091
2311;ECU;1050;578;2298837
2311;ECU;240;115;456662
2311;ECU;10000;387;1540519
2311;ECU;1400;4088;16372685
2311;ECU;360;5040;20736022
2311;ECU;300;528;2114672
2311;ECU;1128;14438;58396253
2311;ECU;92774;26157;104511565
2311;ECU;3586;9084;36733270
2311;ECU;26400;2770;11016165
2311;ECU;32880;17605;72045060
2311;ECU;59208;28759;117689763
2311;ECU;923;2850;11277705
2311;ECU;11429;26594;105252025
2311;ECU;786;4571;18306729
2311;ECU;3300;3509;13887815
2311;ECU;64;10284;41520077
2311;ECU;180;485;1942014
2311;ECU;12246;39509;156369197
2311;ECU;747452;457305;1859452727
2311;ECU;2520;31721;126149819
2311;ECU;2340;14777;60796040
2311;ECU;3400;8726;35318004
2311;ECU;17160;86604;350177439
2311;ECU;75482;209537;847830657
2311;ECU;23040;123779;501863733
2311;ECU;1400;6258;24951373
2311;ECU;37;290;1151226
2311;ECU;200;324;1308050
2311;ECU;51500;64403;262726122
2311;ECU;2117;14287;57677598
2311;ECU;4420;18027;71658947
2311;ECU;175000;25545;102197172
2311;ECU;6;15000;59366550
2311;ECU;34340;11007;43753577
2311;ECU;17000;4633;18424183
2311;ECU;8280;19872;80227040
2311;ECU;30000;35111;144456178
2311;ECU;200;432;1745802
2311;ECU;3500;7350;29673347
2311;ECU;18000;25040;99183761
2311;ECU;3000;11520;46508429
2311;ECU;4861;60537;243199482
2311;ECU;1217;38634;153641714
2311;ECU;2988;23194;92238111
2311;ECU;180000;90720;368848469
2311;ECU;16453;60386;245882423
2311;ECU;8805;31428;128106446
2311;ECU;82227;305012;1246180200
2311;ECU;2420;10363;41213902
2311;ECU;2879;11607;46738584
2311;ECU;2246;72533;289494549
2311;ECU;81568;239815;960661194
2311;ECU;1004;9589;38132487
2311;ECU;67933;332349;1327070759
2311;ECU;7487;39080;157772941
2311;ECU;11566;96554;387430064
2311;ECU;2351;3011;12323806
2311;ECU;75965;159657;651411850
2311;ECU;8567;17416;69260884
2311;ECU;125877;127630;518625737
2311;ECU;1078;1381;5653349
2311;ECU;2023;2592;10608015
2311;ECU;24319;14831;60039220
2311;ECU;5260;16422;67013859
2311;ECU;1000;2500;10092975
2311;ECU;1000;1420;5732810
2311;ECU;37;617;2470281
2311;ECU;108;1120;4483985
2311;ECU;72;447;1802686
2311;ECU;5000;43;173599
2311;ECU;1080;713;2882927
2311;ECU;4;12;46270
2311;ECU;100;73;292970
2311;ECU;1;88;349172
2311;ECU;4000;168;668753
2311;ECU;3;1;2783
2311;ECU;4;474;1918330
2311;ECU;7;6350;25699149
2311;ECU;1;75;303533
2311;ECU;2;50;202356
2311;ECU;4;18;70916
2311;ECU;600;662;2649628
2311;ECU;13;466;1868000
2311;ECU;2;8;32993
2311;ECU;20;757;3031790
2311;ECU;168;1411;5707613
2311;ECU;1355;6235;25218005
2311;ECU;294;1894;7658441
2311;ECU;3149;19321;78142683
2311;ECU;10;1899;7685462
2311;ECU;28946;23549;96370975
2311;ECU;1;4;15741
2311;ECU;20;174;704197
2311;ECU;2;6;23453
2311;ECU;2;6;22022
2311;ECU;7;25;99457
2311;ECU;9;35;139128
2311;ECU;28;1933;7804978
2311;ECU;238;1592;6442999
2311;ECU;104;848;3422164
2311;ECU;386;1691;6826000
2311;ECU;6150;1710;6903918
2311;ECU;8634;5566;22469950
2311;ECU;288;269;1076160
2311;ECU;1;14185;56596590
2311;ECU;4;35747;142095555
2311;ECU;16;715;2840917
2311;ECU;2;6180;24995072
2311;ECU;2;8053;32026367
2311;ECU;2;4582;18223153
2311;ECU;4;95;378588
2311;ECU;11;90;357480
2311;ECU;1;38;152246
2311;ECU;5;12;47025
2311;ECU;4;19;74096
2311;ECU;1;90;359229
2311;ECU;4;26;104147
2311;ECU;1;1337;5312907
2311;ECU;5;7008;27857669
2311;ECU;1;678;2694117
2311;ECU;2;14963;59481100
2311;ECU;135921;239730;968766583
2311;ECU;442000;12374;50047414
2311;ECU;2;78;311528
2311;ECU;2;17;65867
2311;ECU;1;93;368531
2311;ECU;1;88;351716
2311;ECU;2;1049;4168558
2311;ECU;63960;72370;291195632
2311;ECU;1;150;594793
2311;ECU;1;199;805375
2311;ECU;23;3091;12509617
2311;ECU;49;9385;37982127
2311;ECU;1;2954;11955163
2311;ECU;48;3118;12618889
2311;ECU;408;887;3551527
2311;ECU;350000;258600;1046582646
2311;ECU;228610;164886;666752474
2311;ECU;33408;82303;331662508
2311;ECU;6953;28579;114979164
2311;ECU;80;429;1764290
2311;ECU;200;1860;7527625
2311;ECU;222;695;2814360
2311;ECU;2370;4761;19268291
2311;ECU;5054;17057;69033174
2311;ECU;9759;37998;153617494
2311;ECU;53488;481851;1955340354
2311;ECU;11329;113876;458203802
2311;ECU;860;4611;18660415
2311;ECU;1177;14027;56770026
2311;ECU;8146;21135;83646677
2311;ECU;94638;201945;803103511
2311;ECU;375800;271174;1097472221
2311;ECU;1733;8355;33256508
2311;ECU;11405;62997;250771104
2311;ECU;27070;37627;149781864
2311;ECU;816;3150;12567196
2311;ECU;9223;42060;167813337
2311;ECU;5617;25179;103040000
2311;ECU;18111;13265;54284348
2311;ECU;64800;20736;85384835
2311;ECU;2370;4036;16294099
2311;ECU;26413;32063;130104119
2311;ECU;128232;131159;524743706
2311;ECU;25569;20654;84524334
2311;ECU;18734;12571;51761715
2311;ECU;33392;21960;90423800
2311;ECU;913;15310;62426218
2311;ECU;2210;29720;119985287
2311;ECU;25996;8982;35718585
2311;ECU;1490;2816;11197151
2311;ECU;480;50;200274
2311;ECU;24864;13901;56886088
2311;ECU;67988;37585;153808259
2311;ECU;17778;49772;203684104
2311;ECU;5067;58282;238509996
2311;ECU;8585;60350;245031068
2311;ECU;9812;59809;242833390
2311;ECU;33;1301;5262716
2311;ECU;529;38046;156663342
2311;ECU;19;77;317228
2311;ECU;7785;26269;108168124
2311;ECU;251652;169316;677575495
2311;ECU;27323;113285;450517353
2311;ECU;10749;46106;183354793
2311;ECU;7308;20425;82458718
2311;ECU;367;1402;5575768
2311;ECU;6000;32006;130979973
2311;ECU;317;989;3959002
2311;ECU;51500;64478;259276508
2311;ECU;4500;16182;64139758
2311;ECU;180000;90720;368848469
2311;ECU;2160;7197;28526447
2311;ECU;1800;7085;28080387
2311;ECU;13014;47108;186715618
2311;ECU;1339;6315;25748952
2311;ECU;3207;7857;32035712
2311;ECU;3159;6441;26260997
2311;ECU;364;1068;4250321
2311;ECU;1026;4183;16650147
2311;ECU;3865;37073;150590601
2311;ECU;12205;27534;112326834
2311;ECU;22313;22366;90516610
2311;ECU;346;294;1169441
2311;ECU;1440;3911;15502672
2311;ECU;772;1674;6807921
2311;ECU;19133;63338;253671209
2311;ECU;1367;3754;15155934
2311;ECU;132;482;1907645
2311;ECU;16606;38254;151402315
2311;ECU;5030;3447;13641642
2311;ECU;15720;17884;73185265
2311;ECU;9123945;13360;53482651
2311;ECU;35;2;8185
2311;ECU;100;100;405026
2311;ECU;97500;64218;256296627
2311;ECU;30290;23414;94698845
2311;ECU;10386;31547;126716207
2311;ECU;252232;640510;2563464565
2311;ECU;23495;89349;357899895
2311;ECU;4430;11897;47753844
2311;ECU;2500;4270;16972124
2311;ECU;17340;78036;315105513
2311;ECU;72;554;2236355
2311;ECU;18540;17510;70844811
2311;ECU;24016;25948;105801087
2311;ECU;30000;19500;78098670
2311;ECU;525;1626;6490585
2311;ECU;8400;24609;98647180
2311;ECU;7730;36401;144068488
2311;ECU;10757;57680;229718030
2311;ECU;950;1518;6049322
2311;ECU;3080;6930;27467540
2311;ECU;528;703;2783223
2311;ECU;100;416;1648845
2311;ECU;1850;4459;17865109
2311;ECU;1890;5511;22051018
2311;ECU;1140;3575;14630080
2311;ECU;13199;69192;279341250
2311;ECU;2598;26438;106836890
2311;ECU;19184;97457;394441599
2311;ECU;18798;133135;543373296
2311;ECU;23099;102978;415741752
2311;ECU;600;2490;10077304
2311;ECU;200;552;2232570
2311;ECU;6370;46395;185111745
2311;ECU;32000;1456;5888807
2311;ECU;4056;4923;19875490
2311;ECU;103;3506;13986958
2311;ECU;1040;21060;85439156
2311;ECU;2420;2938;11889114
2311;ECU;181122;181385;746510003
2311;ECU;10971;8263;33692376
2311;ECU;53725;36049;143501044
2311;ECU;34265;29012;117104187
2311;ECU;5;28;111831
2311;ECU;32;281;1139200
2311;ECU;59;372;1509321
2311;ECU;974;8798;35651161
2311;ECU;557;1493;6057011
2311;ECU;3870;11325;45721177
2311;ECU;27;218;862794
2311;ECU;5;75;303338
2311;ECU;1297;62262;252592306
2311;ECU;1511;67105;272242419
2311;ECU;6;114;461074
2311;ECU;6;198;783638
2311;ECU;8;142;574320
2311;ECU;565;11909;48166070
2311;ECU;13;295;1167542
2311;ECU;412;10366;42055051
2311;ECU;473;22068;89503638
2311;ECU;77;1538;6087050
2311;ECU;16935;30785;122543811
2311;ECU;912;12768;52250869
2311;ECU;600;1208;4807853
2311;ECU;184;5102;20355581
2311;ECU;2574;11938;48216184
