DESTINO;ORIGEN;CANTIDAD;FOBDOL;FOBPES
2311;DEU;20000;19000;78236490
2311;DEU;125000;118750;488978063
2311;DEU;19234;73718;292186850
2311;DEU;1002;10275;40994324
2311;DEU;160000;147200;593779776
2311;DEU;120000;111600;456704028
2311;DEU;50000;47500;195591225
2311;DEU;60000;55200;225896616
2311;ABW;54;803;3266456
2311;ABW;24;205;834300
2311;ABW;1534;7020;28540219
2311;ABW;852;1721;6995192
2311;ABW;2184;4957;20154934
2311;ABW;1386;6825;27750236
2311;ABW;1111;5376;21857280
2311;ABW;778;16499;67079843
2311;ABW;9;19;78714
2311;ABW;1;5;22281
2311;SAU;19938;96460;389427105
2311;SAU;57832;248683;1017694456
2311;SAU;19273;89014;366534991
2311;SAU;39900;172942;687762584
2311;SAU;19348;177017;706276722
2311;SAU;18796;140553;559493876
2311;ARG;8429;48299;193934709
2311;ARG;16465;121431;486802316
2311;ARG;156423;328214;1312097969
2311;ARG;10394;115738;460068887
2311;ARG;2596;14516;57703082
2311;AUS;19984;79588;323590046
2311;AUS;19903;78741;319699419
2311;AUS;39040;171623;706694690
2311;AUS;19181;95651;386160978
2311;AUS;276984;1239685;4972868059
2311;AUS;1399;9863;39206114
2311;AUS;500;2755;10951373
2311;AUS;79303;340457;1355672703
2311;AUS;19052;72626;299053712
2311;AUS;11141;56754;225602258
2311;AUS;8136;44124;175396275
2311;AUS;15461;81058;320810702
2311;AUS;18929;94483;376350733
2311;AUS;13432;60021;239476948
2311;AUS;19086;70542;287631099
2311;AUS;38203;196314;803379830
2311;AUS;1008;5111;20314936
2311;AUS;19100;70594;287842106
2311;AUS;145;2839;11482566
2311;AUS;236;4547;18389578
2311;AUS;41806;174226;690556035
2311;BHS;60000;46622;188223487
2311;BHS;220000;170949;690152786
2311;BHS;140000;107386;433536070
2311;BHS;13535;10569;43507993
2311;BRB;132500;100970;407636285
2311;BRB;79500;60582;244581771
2311;BRB;5139;13089;52423312
2311;BRB;1166;4054;16234511
2311;BRB;484;2681;10736765
2311;BRB;7548;22501;90118336
2311;BEL;61903;223388;887986252
2311;BEL;96237;347467;1421949137
2311;BEL;20999;82513;335014467
2311;BEL;229535;996283;3978804578
2311;BEL;41763;159743;633151294
2311;BEL;63050;241165;955874557
2311;BEL;20990;80286;318220568
2311;BEL;105079;401925;1655011333
2311;BEL;71725;71366;285826634
2311;BEL;267900;257205;1030121457
2311;BEL;20000;19900;79700694
2311;BEL;80000;88800;355649328
2311;BEL;20972;91222;370373623
2311;BEL;19967;80423;326270109
2311;BEL;19251;77348;318497745
2311;BEL;108012;486625;1984073304
2311;BEL;6027;29588;121082182
2311;BEL;97639;373931;1513546463
2311;BEL;19970;85874;339868947
2311;BEL;124212;607877;2416364273
2311;BEL;39771;149493;594511611
2311;BEL;27504;135078;554004967
2311;BEL;40968;173929;709804254
2311;BEL;209940;795992;3267082488
2311;BEL;100000;71500;294336185
2311;BEL;105039;416944;1658118503
2311;BEL;144000;84723;340091379
2311;BEL;39907;155229;617319624
2311;BEL;24775;22174;90741811
2311;BEL;53242;88709;358146510
2311;BEL;24925;17074;68872121
2311;BEL;99950;89455;366080403
2311;BEL;7;24;96340
2311;BEL;24336;5439;22114564
2311;BEL;26120;16847;67959548
2311;BEL;47766;57630;234310177
2311;BEL;900000;634500;2540836215
2311;BOL;24000;48180;195889762
2311;BOL;56334;275995;1120953285
2311;BOL;5623;49073;194503280
2311;BOL;2400;6168;24962574
2311;BOL;113;387;1529836
2311;BOL;1230;4314;17756067
2311;BOL;6360;8840;35778071
2311;BOL;120;326;1320977
2311;BOL;10;128;527479
2311;BOL;319;1312;5254639
2311;BOL;300;591;2418567
2311;BOL;300;1107;4558305
2311;BOL;500;450;1852970
2311;BOL;1510;8047;32959644
2311;BOL;20147;54054;221724020
2311;BOL;919;2286;9340460
2311;BOL;3314;9501;39085204
2311;BOL;450;10030;40170752
2311;BOL;2125;8000;32040480
2311;BOL;1105;9667;38716915
2311;BOL;48;942;3772767
2311;BOL;90;468;1874368
2311;BOL;104;900;3604554
2311;BOL;30;900;3604554
2311;BOL;77;18049;74318983
2311;BOL;221;57492;236736536
2311;BOL;132;42816;176301895
2311;BOL;1475;2216;8875213
2311;BOL;6820;30108;119161360
2311;BOL;12640;65076;267962366
2311;BOL;0;28;115296
2311;BOL;10;1;2882
2311;BOL;10;42;171709
2311;BOL;20;564;2322800
2311;BOL;18;137;562809
2311;BOL;10;16;67530
2311;BOL;3;21;84413
2311;BOL;4;11;46612
2311;BOL;13905;67712;269161334
2311;BOL;6;11;43773
2311;BOL;200;40;159004
2311;BOL;1869;15725;62978687
2311;BOL;4658;10848;44232069
2311;BOL;139600;4542;18189821
2311;BOL;15611;70076;282909602
2311;BOL;148;2320;9222209
2311;BOL;1011;10857;43482936
2311;BOL;56700;63050;256349686
2311;BOL;605;3630;14537166
2311;BOL;162358;10177;40761098
2311;BOL;18475;2279;9129294
2311;BOL;459;3549;14066710
2311;BOL;5421;14841;59437173
2311;BOL;2448;5754;23229991
2311;BOL;800;2359;9446975
2311;BOL;220;21358;84652343
2311;BOL;1;950;3835331
2311;BOL;17;173;691514
2311;BOL;199;72;286922
2311;BOL;82;530;2150584
2311;BOL;23268;5101;20694857
2311;BOL;1562;29546;119865051
2311;BOL;6;201;805017
2311;BOL;3710;64230;257245004
2311;BOL;100;2510;10052701
2311;BOL;2368;5669;22997495
2311;BOL;732;613;2487229
2311;BOL;3740;43396;176056834
2311;BOL;519;3082;12504179
2311;BOL;7043;7910;32089259
2311;BOL;590;268;1088071
2311;BOL;1;478;1913618
2311;BOL;684;2261;9173390
2311;BOL;53;317;1286131
2311;BOL;100;50;201860
2311;BOL;67;121;488500
2311;BOL;100;50;201860
2311;BOL;200;235;947950
2311;BOL;6704;43911;177130316
2311;BOL;62500;108896;441323996
2311;BOL;123500;88360;363840856
2311;BOL;2;36233;149075086
2311;BOL;2550;22386;88598639
2311;BOL;3203;21280;84221266
2311;BOL;8175;61292;242581103
2311;BOL;48;280;1109800
2311;BOL;184;1308;5185539
2311;BOL;2261;9325;36959696
2311;BOL;297;2012;7975099
2311;BOL;200;1135;4497661
2311;BOL;135;1013;4016087
2311;BOL;68;428;1694426
2311;BOL;1304;6430;25486548
2311;BOL;310;3570;14149192
2311;BOL;134;1073;4252118
2311;BOL;16180;94266;382732395
2311;BOL;211500;144152;586091760
2311;BOL;13917;52289;211484516
2311;BOL;300;338;1340559
2311;BOL;33400;12983;51459346
2311;BOL;1505;4545;18708420
2311;BOL;253;1285;5290641
2311;BOL;271;2560;10536988
2311;BOL;543;3131;12390116
2311;BOL;7711;27348;108237965
2311;BOL;29410;101716;402569364
2311;BOL;686;3307;13089137
2311;BOL;600;3180;12585709
2311;BOL;300;753;2983141
2311;BOL;144;473;1873778
2311;BOL;960;564;2237356
2311;BOL;605;3490;14228227
2311;BOL;2799;9730;39674388
2311;BOL;9390;35596;145141084
2311;BOL;29100;65309;258857427
2311;BOL;600;1352;5360332
2311;BOL;1224;1715;6798791
2311;BOL;14220;24608;97534738
2311;BOL;2;90;356721
2311;BOL;21;53;208087
2311;BOL;11246;47866;190272175
2311;BOL;37621;131661;523364404
2311;BOL;541;2608;10365445
2311;BOL;63;16434;66722678
2311;BOL;1;2;6056
2311;BOL;14;60;240697
2311;BOL;224;57976;238662105
2311;BOL;125;35606;146576333
2311;BOL;34480;58393;235208536
2311;BOL;1773;7277;29146183
2311;BOL;61643;544498;2225003004
2311;BOL;1042;47194;192818081
2311;BOL;1760;49690;203154552
2311;BOL;127;3428;14013109
2311;BOL;14733;85364;348121160
2311;BOL;905;2702;11044636
2311;BOL;1002;3907;15974170
2311;BOL;769;4525;18515536
2311;BOL;817;3901;15914721
2311;BOL;3408;5751;23662434
2311;BOL;1656;5312;21855396
2311;BOL;5672;37285;152447282
2311;BOL;173;7388;30225118
2311;BOL;38;1410;5767222
2311;BOL;73;2265;9261393
2311;BOL;9662;34052;139044586
2311;BOL;1809;4225;17262081
2311;BOL;1076;11501;46929970
2311;BOL;8239;35644;145816244
2311;BOL;4500;9580;39416544
2311;BOL;300;928;3816498
2311;BOL;87760;4523;18607617
2311;BOL;270;2800;11424106
2311;BOL;98;2290;9368287
2311;BOL;11;182;743617
2311;BOL;16622;234591;956896412
2311;BOL;3770;19231;78429318
2311;BOL;2903;59741;239265488
2311;BOL;3000;16170;66528069
2311;BOL;633;2978;12253549
2311;BOL;103;5248;21466039
2311;BOL;14962;59635;243529623
2311;BOL;423;5484;22425456
2311;BOL;707;4923;20122110
2311;BOL;968;6691;27527727
2311;BOL;7514;22565;91615458
2311;BOL;4071;14202;57917156
2311;BOL;3120;3220;12894691
2311;BOL;310;4154;16519793
2311;BOL;3;117;479767
2311;BOL;2400;1296;5190558
2311;BOL;1015;1037;4226242
2311;BOL;286;199;812900
2311;BOL;2;148;607351
2311;BOL;10;961;3953339
2311;BOL;2;103;423360
2311;BOL;7;53596;212120641
2311;BOL;1;243;999896
2311;BOL;37;2912;11981964
2311;BOL;1;23;93271
2311;BOL;6;735;3023180
2311;BOL;4;482;1981607
2311;BOL;99;4057;16691757
2311;BOL;378;307;1256297
2311;BOL;14700;20796;83289228
2311;BOL;104;129;528443
2311;BOL;54142;274347;1118759898
2311;BOL;3789;15243;60656087
2311;BOL;2276;22040;89609605
2311;BOL;86;3850;15651584
2311;BOL;51;1415;5751223
2311;BOL;7;190;771077
2311;BOL;1883;8444;34329904
2311;BOL;252;707;2873294
2311;BOL;227;1227;4987545
2311;BOL;81;29;119314
2311;BOL;25;1;4114
2311;BOL;24;16;65829
2311;BOL;25;1;4114
2311;BOL;7659;35513;143722994
2311;BOL;985;5785;23411520
2311;BOL;6997;60287;245506152
2311;BOL;198;8958;36539109
2311;BOL;356;9386;38119510
2311;BOL;60;1586;6481287
2311;BOL;5335;23441;95617298
2311;BOL;240;787;3199877
2311;BOL;18;112;456261
2311;BOL;387;2232;9077076
2311;BOL;2005;15632;63919651
2311;BOL;82;3771;15411767
2311;BOL;14;534;2168150
2311;BOL;5;146;596948
2311;BOL;2596;16869;68765481
2311;BOL;4392;8106;32975977
2311;BOL;644;11288;45972747
2311;BOL;2786;11881;48411664
2311;BOL;83;916;3729260
2311;BOL;4;93;375592
2311;BOL;29;1303;5330874
2311;BOL;256;1970;8008981
2311;BOL;121;1831;7481274
2311;BOL;82;696;2832292
2311;BOL;433;442;1794709
2311;BOL;21;15;59150
2311;BOL;2371;19486;79741874
2311;BOL;27;1124;4600475
2311;BOL;83;4457;18239924
2311;BOL;2403;6714;27476395
2311;BOL;4500;67275;271375913
2311;BOL;517;5970;24272766
2311;BOL;2540;21882;88967617
2311;BOL;1124;19006;77274079
2311;BOL;1313;11744;47411952
2311;BOL;2400;8051;32561056
2311;BOL;6000;6077;24577678
2311;BOL;1840;4272;17278147
2311;BOL;3820;35618;144055739
2311;BOL;19152;54068;218680346
2311;BOL;4300;25387;102678784
2311;BOL;8139;40075;164972344
2311;BOL;1;38511;155476224
2311;BOL;178955;371234;1517316319
2311;BOL;740;19427;79212590
2311;BOL;331;8652;35279968
2311;BOL;20196;42075;166523173
2311;BOL;46;265;1068804
2311;BOL;558;3778;15240778
2311;BOL;254;1354;5460192
2311;BOL;512;18147;73992977
2311;BOL;110;4109;16754364
2311;BOL;20;534;2178332
2311;BOL;200;2096;8454908
2311;BOL;193;1337;5394360
2311;BOL;210;3853;15541540
2311;BOL;289;2340;9438517
2311;BOL;47;376;1518011
2311;BOL;261;2152;8682093
2311;BOL;43;288;1161743
2311;BOL;988;20340;80620282
2311;BOL;1764;7115;29010170
2311;BOL;89;3756;15312907
2311;BOL;38102;84141;341625650
2311;BOL;130000;3682;14634691
2311;BOL;3570;19564;77770291
2311;BOL;120;1152;4580894
2311;BOL;67255;144224;582258399
2311;BOL;2183;4624;18667159
2311;BOL;1888;18690;75677916
2311;BOL;59590;129057;522894989
2311;BOL;24075;23184;92288769
2311;BOL;2010;1823;7359797
2311;BOL;20;343;1383949
2311;BOL;33;253;1021409
2311;BOL;5000;5700;22592349
2311;BOL;2500;3400;13476138
2311;BOL;1980;5920;23465127
2311;BOL;11000;18810;74554752
2311;BOL;2000;3460;13713952
2311;BOL;500;2320;9195482
2311;BOL;330;825;3269945
2311;BOL;1028;8072;32587269
2311;BOL;19086;41929;169275864
2311;BOL;199166;185822;753868258
2311;BOL;43727;42109;170834092
2311;BOL;22179;220685;890945660
2311;BRA;6000;29169;115612343
2311;BRA;30;940;3794959
2311;BRA;108;971;3919304
2311;BRA;383;18114;73127843
2311;BRA;17742;44353;182481927
2311;BRA;152010;100468;402484614
2311;BRA;252478;370879;1510341523
2311;BRA;100206;231476;936206431
2311;BRA;4;97;390154
2311;BRA;38000;66573;267543271
2311;BRA;25000;59261;236444871
2311;BRA;12000;37463;149473409
2311;BRA;42;2326;9220215
2311;BRA;10;877;3474148
2311;BRA;9;1558;6176431
2311;BRA;39;710;2815760
2311;BRA;5;838;3322780
2311;BRA;2;1356;5373055
2311;BRA;2;52;207295
2311;BRA;2;705;2793643
2311;BRA;17;2329;9233057
2311;CAN;134474;505799;2032381830
2311;CAN;57752;213579;864379326
2311;CAN;134656;547004;2203779708
2311;CAN;96178;403925;1617742579
2311;CAN;123832;491012;2009101603
2311;CAN;96128;397241;1600634126
2311;CAN;38428;159244;636180744
2311;CAN;194688;760293;3077356957
2311;CAN;79000;337907;1372399006
2311;CAN;19261;73376;291675051
2311;CAN;96157;390825;1606903959
2311;CAN;19234;75054;307144917
2311;CAN;76942;305390;1249756290
2311;CAN;10182;52535;214464920
2311;CAN;19279;74868;302256825
2311;CAN;148850;109445;444131506
2311;CAN;64744;106741;426623337
2311;CAN;12644;21738;86450139
2311;CAN;9075;16830;67945908
2311;CAN;2931;2984;11860715
2311;CAN;8438;8843;35151800
2311;CAN;1785;1924;7648987
2311;CAN;87850;64152;262531154
2311;CAN;6120;20130;79786664
2311;CAN;100000;74500;303769280
2311;CAN;43000;33540;137256748
2311;CAN;69422;131359;526581576
2311;CAN;42998;36110;142968660
2311;CAN;28753;27342;108735396
2311;CAN;4799;16878;67597403
2311;CAN;1865;4536;18166952
2311;CAN;38571;151358;601927026
2311;CAN;21500;23865;98187531
2311;CAN;320000;243520;971618013
2311;CAN;19261;79957;329241468
2311;CAN;38485;159761;657850456
2311;CAN;60000;44700;181740813
2311;CAN;41034;72156;296872684
2311;CAN;770;23943;95173592
2311;CAN;55;7418;29488211
2311;CAN;27245;50527;206750117
2311;CAN;60000;44700;181740813
2311;COG;42635;81741;323985383
2311;COG;69082;123251;488512618
2311;COG;42635;88644;352367878
2311;KOR;33059;180083;733320569
2311;KOR;19230;94964;378018714
2311;KOR;19207;82443;335197104
2311;KOR;1;3000;12342870
2311;KOR;224523;946293;3840606061
2311;KOR;38491;179380;738636755
2311;KOR;35;35054;141776254
2311;KOR;193003;844596;3396740206
2311;KOR;19295;87416;347974249
2311;KOR;109376;458260;1834595683
2311;KOR;158585;672910;2719093158
2311;KOR;38574;178158;708193607
2311;KOR;19304;73837;292659822
2311;KOR;19272;84762;346872725
2311;KOR;38531;179038;728128477
2311;KOR;5510;86159;349540676
2311;KOR;808764;3292951;13371122757
2311;KOR;38489;146983;595720526
2311;KOR;57741;258269;1040548688
2311;KOR;211722;884893;3553175315
2311;KOR;278631;1190233;4866824381
2311;KOR;19234;86293;350362240
2311;KOR;197224;806447;3250520347
2311;KOR;19312;76635;304632692
2311;KOR;76811;292107;1187646736
2311;KOR;19297;96720;387367841
2311;KOR;83064;610985;2469324964
2311;KOR;16715;34317;140437307
2311;KOR;10857;11346;45162970
2311;KOR;9636;9202;36631598
2311;KOR;7910;8503;33848632
2311;KOR;280592;265633;1057396598
2311;KOR;20249;21383;85118428
2311;KOR;24000;23040;93675802
2311;CIV;139148;224738;890762971
2311;CRI;15600;11587;45856860
2311;CRI;45000;17115;68727760
2311;CRI;25000;12500;49472125
2311;CRI;6900;12963;51303623
2311;CRI;27;352;1441932
2311;CRI;5;365;1493496
2311;CRI;1520;3396;13895875
2311;CRI;9520;2336;9558619
2311;CRI;2160;5145;21056184
2311;CRI;1434;18482;75634770
2311;CRI;163189;302421;1222050928
2311;CRI;1512;3660;14979892
2311;CRI;1057;2730;11172061
2311;CRI;490;2177;8909412
2311;CRI;49;1075;4400073
2311;CRI;275;5631;23044524
2311;CRI;188;14715;60218636
2311;CRI;680;6800;27825798
2311;CRI;52;857;3506308
2311;CRI;41070;14281;58443179
2311;CRI;50;332;1359022
2311;CRI;67434;41506;169855635
2311;CRI;30;570;2332628
2311;CRI;45660;85619;341611389
2311;CRI;25000;17265;68431036
2311;CRI;18331;40544;165918486
2311;CRI;63;19290;76345185
2311;CRI;143;21457;85294102
2311;CRI;18;577;2284662
2311;CRI;119;26882;109785186
2311;CRI;68;17832;72891644
2311;CRI;81;24670;99311179
2311;CRI;204;30579;121965090
2311;CRI;1;304;1248769
2311;CRI;138;20718;85239161
2311;CRI;3;106;429234
2311;CRI;5;0;606
2311;CRI;1;303;1230672
2311;CRI;418;63812;260295664
2311;CRI;137600;12658;50694447
2311;CRI;2090;13144;52097957
2311;CRI;12;7021;27826600
2311;CRI;1200;36744;145637416
2311;CRI;140;5859;23221764
2311;CRI;32;10137;40179502
2311;CRI;20;384;1520822
2311;CRI;2919;53252;211069298
2311;CRI;4;62821;248630317
2311;CRI;47160;58007;229745793
2311;CRI;66297;230050;924661900
2311;CRI;6048;13419;53667853
2311;CRI;398;2073;8408414
2311;CRI;2072;7567;30699676
2311;CRI;1212;2969;12043757
2311;CRI;4392;16346;66315634
2311;CRI;470;6026;24445498
2311;CRI;255;7007;28426167
2311;CRI;208858;214173;874196614
2311;CRI;11791;25943;106826780
2311;CRI;405;1267;5215903
2311;CRI;1680;2842;11702532
2311;CRI;100000;29971;121218009
2311;CRI;208;4330;17465435
2311;CRI;74172;140712;563041716
2311;CRI;18188;37581;150951028
2311;CRI;25938;61777;253228834
2311;CRI;3900;19000;76706610
2311;CRI;23;40739;162013916
2311;CRI;26447;24278;96644099
2311;CRI;2;18067;74394667
2311;CRI;3677;147107;589961481
2311;CRI;120;7488;30444636
2311;CRI;794;49944;203061409
2311;CRI;160;13032;52985375
2311;CRI;390;16754;68119872
2311;CRI;416;448;1822602
2311;CRI;550;1630;6551141
2311;CRI;19;140;558249
2311;CRI;20;52;211421
2311;CRI;7;23;91480
2311;CRI;20;30;121974
2311;CRI;25;5;20329
2311;CRI;100000;187500;743169375
2311;CRI;20000;40000;158542800
2311;CRI;89609;64006;256349833
2311;CRI;18002;16098;64473977
2311;CRI;200000;375000;1501897500
2311;CRI;8795;10743;44224609
2311;CRI;46400;29843;118112126
2311;CRI;3024;53359;219658608
2311;CRI;1080;71312;288422582
2311;CRI;12000;5967;24563693
2311;CRI;9000;3005;11892070
2311;CRI;15000;6805;26931042
2311;CRI;120000;225000;925715250
2311;CRI;241;178802;736052796
2311;CRI;4055;4158;16528186
2311;CRI;29568;18578;73850335
2311;CRI;5000;147050;599587552
2311;CRI;25241;22641;91631306
2311;CRI;2719;1948;7801977
2311;CRI;24279;21778;88139054
2311;CRI;19272;17597;70478723
2311;CUB;50000;37750;153923360
2311;CUB;53000;41870;170722413
2311;CUB;176000;279755;1140685208
2311;CUW;26500;18778;75208739
2311;CUW;25813;21189;86148073
2311;CUW;11875;9046;36780437
2311;CUW;14375;10809;43947897
2311;CUW;1434;5145;20607235
2311;CUW;3012;8040;32199481
2311;CUW;414;1210;4844120
2311;CUW;552;24926;99083491
2311;CUW;7937;6403;25464064
2311;CUW;16950;13505;53706190
2311;CUW;25;53;211267
2311;CUW;1;7;29237
2311;CUW;20;58;232293
2311;CUW;23;5;18423
2311;CUW;50;25;99377
2311;CUW;20;52;206705
2311;CUW;3;11;41738
2311;CUW;17;124;493309
2311;CUW;65;98;387571
2311;CUW;60;12;47701
2311;CUW;32462;25168;99756676
2311;CUW;17475;14023;55581261
2311;CHL;9000;18450;74424164
2311;CHL;11400;22800;91971324
2311;CHL;32382;56881;226423614
2311;CHL;768;692;2755261
2311;CHL;716;42398;167799989
2311;CHL;9147;45930;182575208
2311;CHL;209980;26320;106914845
2311;CHL;100560;19503;77561106
2311;CHL;4032;536;2147593
2311;CHL;7000;1368;5590835
2311;CHL;178;1290;5279106
2311;CHL;1865;42910;176545089
2311;CHL;684;2404;9557150
2311;CHL;200;214;850669
2311;CHL;200;394;1566185
2311;CHL;355;6105;24300438
2311;CHL;194;3196;12702957
2311;CHL;59000;234971;955668580
2311;CHL;123187;300456;1226193986
2311;CHL;5000;6900;27925059
2311;CHL;79350;355999;1441783207
2311;CHL;104580;17314;70854683
2311;CHL;6000;1273;5210355
2311;CHL;432;3666;14795128
2311;CHL;15257;94609;377479503
2311;CHL;279;1502;5992815
2311;CHL;26000;4942;19989344
2311;CHL;800;3200;12943726
2311;CHL;3318;13740;56462050
2311;CHL;75000;115207;465957320
2311;CHL;2880;15495;62671017
2311;CHL;2808000;23559;93998297
2311;CHL;2203;4874;19374589
2311;CHL;880;4100;16297869
2311;CHL;1205;17705;70378173
2311;CHL;1067;17440;71758271
2311;CHL;185266;136895;563693705
2311;CHL;3600;612;2482049
2311;CHL;1168984;202917;818514703
2311;CHL;69350;17716;71486723
2311;CHL;678130;134777;535189142
2311;CHL;28050;1307;5215462
2311;CHL;1000;95;380881
2311;CHL;334;3684;14706347
2311;CHL;19198;117910;485388732
2311;CHL;21225;173607;691071182
2311;CHL;3851;85986;347142223
2311;CHL;274114;249311;994998212
2311;CHL;13356;25672;103432505
2311;CHL;8776;24881;99008540
2311;CHL;35809;92477;370817279
2311;CHL;8500;55861;227119095
2311;CHL;42;0;1672
2311;CHL;9;1;4117
2311;CHL;14273;48598;196034497
2311;CHL;23211;101511;409479569
2311;CHL;528;2727;11000577
2311;CHL;2535;9221;37194252
2311;CHL;34;76;305522
2311;CHL;235572;41167;166059550
2311;CHL;13430;3430;13834020
2311;CHL;1920;326;1316642
2311;CHL;6838;51641;209669963
2311;CHL;19602;114611;469024151
2311;CHL;11520;2074;8242747
2311;CHL;3720;1004;3992580
2311;CHL;55246;49371;196255003
2311;CHL;29261;60499;244249231
2311;CHL;3528;9803;39632214
2311;CHL;8285;31110;125782836
2311;CHL;38004;176419;713463829
2311;CHL;22715;66618;269248297
2311;CHL;538;1775;7182325
2311;CHL;2738;21975;88933866
2311;CHL;1806;9511;38482448
2311;CHL;3084;25707;104374885
2311;CHL;30428;142671;575991751
2311;CHL;96000;47040;192010224
2311;CHL;199460;15889;63635357
2311;CHL;7840;1020;4086523
2311;CHL;9020;977;3990734
2311;CHL;26000;4942;19654895
2311;CHL;693254;154704;614960972
2311;CHL;5228;19528;78839054
2311;CHL;26696;26034;107172910
2311;CHL;120000;231745;951445571
2311;CHL;17100;51063;210203912
2311;CHL;1250;4847;19568462
2311;CHL;1600;4014;16204473
2311;CHL;8;631;2518857
2311;CHL;311;12753;50884304
2311;CHL;60;699;2789252
2311;CHL;48;2954;11786135
2311;CHL;32;1313;5237369
2311;CHL;43;4163;16608675
2311;CHL;395;2814;11225955
2311;CHL;20;542;2162121
2311;CHL;3962;9501;38325419
2311;CHL;5021;12687;51176394
2311;CHL;1500;975;3890143
2311;CHL;300;92;365075
2311;CHL;129;2130;8498944
2311;CHL;51;310;1236706
2311;CHL;36;193;768453
2311;CHL;29;878;3502685
2311;CHL;45;1113;4442304
2311;CHL;40;1112;4436598
2311;CHL;1300;168;670302
2311;CHL;45;1948;7771827
2311;CHL;686;25920;103417510
2311;CHL;36;824;3288068
2311;CHL;4;147;585716
2311;CHL;61;215;858904
2311;CHL;23;13;51071
2311;CHL;9;205;816451
2311;CHL;3;2009;8044323
2311;CHL;1620;25327;102248781
2311;CHL;700;77;313309
2311;CHL;18;36;143636
2311;CHL;12;18;71818
2311;CHL;791;2725;11054026
2311;CHL;13420;58359;236760503
2311;CHL;8897;28738;116588910
2311;CHL;1896;6094;24721370
2311;CHL;2134;16419;66611385
2311;CHL;6137;39403;159857514
2311;CHL;264720;197518;792791456
2311;CHL;245068;42720;172671665
2311;CHL;6260;1643;6615490
2311;CHL;240;41;163406
2311;CHL;200;914;3660625
2311;CHL;18138;37388;150941652
2311;CHL;576;6336;25579636
2311;CHL;112430;24935;101671904
2311;CHL;5040;1381;5630782
2311;CHL;181;1884;7629783
2311;CHL;20000;41900;169158261
2311;CHL;27360;25062;99996020
2311;CHL;2200;6355;25655495
2311;CHL;1652;4424;17949525
2311;CHL;26737;45059;179778459
2311;CHL;373;1163;4639045
2311;CHL;2;1364;5505072
2311;CHL;90;99;401637
2311;CHL;3719;18067;73296329
2311;CHL;956;5245;21280273
2311;CHL;375;2471;10022670
2311;CHL;120;216;876299
2311;CHL;1;10485;41993054
2311;CHL;816;42003;169982885
2311;CHL;6;2162;8728930
2311;CHL;589;2204;8918238
2311;CHL;2648;5352;21282457
2311;CHL;2;2081;8402442
2311;CHL;8;79;319745
2311;CHL;17432;77536;319185487
2311;CHL;95540;18534;73705957
2311;CHL;25000;38723;159407044
2311;CHL;720;8640;34603718
2311;CHL;21000;21000;83113170
2311;CHL;258000;8577;35316075
2311;CHL;101;218;884635
2311;CHL;30;92;372101
2311;CHL;719;1556;6325434
2311;CHL;1161;2873;11681706
2311;CHL;70;191;778233
2311;CHL;1066;2547;10354713
2311;CHL;13;36;145637
2311;CHL;417;821;3336916
2311;CHL;987;2331;9477804
2311;CHL;1129;2080;8455380
2311;CHL;774;1675;6809792
2311;CHL;13;38;156045
2311;CHL;496;961;3909176
2311;CHL;13;26;103962
2311;CHL;210;476;1933364
2311;CHL;66;143;580920
2311;CHL;13;37;149011
2311;CHL;64;147;597590
2311;CHL;52;102;416012
2311;CHL;320;843;3426648
2311;CHL;2456;20472;83235503
2311;CHL;2;14;57246
2311;CHL;49;379;1541544
2311;CHL;696;4662;18955648
2311;CHL;186;1444;5871041
2311;CHL;119;1165;4738434
2311;CHL;375;2954;12009856
2311;CHL;253000;4854;19987488
2311;CHL;256000;3864;15910749
2311;CHL;941;1434;5828798
2311;CHL;208;409;1663681
2311;CHL;2;97;385933
2311;CHL;1;408;1617097
2311;CHL;2;67664;278388743
2311;CHL;1;2059;8160753
2311;CHL;2;272;1078567
2311;CHL;1;95;378481
2311;CHL;10;8915;35336574
2311;CHL;10;71;281255
2311;CHL;2;77150;305788514
2311;CHL;2;850;3369589
2311;CHL;4;27980;110902551
2311;CHL;6;1150;4556718
2311;CHL;1;93;369444
2311;CHL;1;33832;139195235
2311;CHL;40028;66293;268296682
2311;CHL;10008;11259;45566411
2311;CHL;85562;217276;890965922
2311;CHL;500000;4992;20555608
2311;CHL;5683;33195;136688866
2311;CHL;61000;8543;33959194
2311;CHL;63000;1663;6610575
2311;CHL;1319000;15248;60612252
2311;CHL;275000;225500;912037005
2311;CHL;5144;14314;56899438
2311;CHL;19927;55745;221593022
2311;CHL;50232;5405;22257581
2311;CHL;57262;359705;1461834594
2311;CHL;50500;2444;10055942
2311;CHL;446000;4567;18787905
2311;CHL;1344000;15423;63455106
2311;CHL;22005;75642;307117866
2311;CHL;1000000;18350;74503753
2311;CHL;827;1420;5729692
2311;CHL;723;1324;5341719
2311;CHL;15;25;101249
2311;CHL;80;146;589988
2311;CHL;50;101;406610
2311;CHL;100;219;885022
2311;CHL;66;166;668527
2311;CHL;13;40;163249
2311;CHL;102;280;1130400
2311;CHL;15;47;188380
2311;CHL;30;74;298987
2311;CHL;1574;3076;12409876
2311;CHL;4532;9795;39511123
2311;CHL;67;177;715238
2311;CHL;3;59;239932
2311;CHL;608;6203;25021121
2311;CHL;35;211;850735
2311;CHL;2;9;35296
2311;CHL;22;194;780707
2311;CHL;9;97;389426
2311;CHL;2958;17208;69413905
